source,review_id,group_id,source_url,source_license,source_license_url
PMC Open Access,PMC:PMC12432652,pmc open access:PMC12432652:t3:table-3-technical-characteristics-and-diagnostic-criteria-of-semi-quantitative-s:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12432652/,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC Open Access,PMC:PMC12484157,pmc open access:PMC12484157:tab1:table-1-the-baseline-characteristics-of-identified-studies-and-involved-patients:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12484157/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12502119,pmc open access:PMC12502119:t0001:table-1-baseline-characteristics-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12502119/,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC Open Access,PMC:PMC12505528,pmc open access:PMC12505528:TB1:table-1-baseline-characteristics-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12505528/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12568919,pmc open access:PMC12568919:Tab3:table-3-summary-of-performance-of-mri-derived-radiomics-model:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12568919/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12596863,pmc open access:PMC12596863:j_med-2025-1320_tab_001:table-1-basic-characteristics-and-diagnostic-parameters-of-the-13-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12596863/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12653470,pmc open access:PMC12653470:jcm-14-08177-t002:table-2-treatment-protocols-response-definitions-and-individual-study-diagnostic:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12653470/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12665772,pmc open access:PMC12665772:T2:table-2-characteristics-and-biomarker-assessment-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12665772/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12702517,pmc open access:PMC12702517:T3:table-3-diagnostic-summary-estimates-of-etco-2-for-the-studies-included-in-meta-:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12702517/,CC BY-NC 3.0,https://creativecommons.org/licenses/by-nc/3.0/
PMC Open Access,PMC:PMC12702728,pmc open access:PMC12702728:T2:table-2-technical-aspects-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12702728/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12734481,pmc open access:PMC12734481:medicina-61-02163-t001:table-1-summary-of-the-characteristics-of-the-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12734481/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12766350,pmc open access:PMC12766350:table-1:table-1-characteristics-of-the-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12766350/,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC Open Access,PMC:PMC12780560,pmc open access:PMC12780560:t2:table-2-characteristics-of-the-included-studies-on-ceus:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12780560/,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC Open Access,PMC:PMC12796788,pmc open access:PMC12796788:tbl2:table-2-summary-of-studies-on-ml-and-dl-models-for-ligament-injury-diagnosis:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12796788/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12822264,pmc open access:PMC12822264:Tab3:table-3-characteristics-of-junior-doctors-trauma-x-ray-interpretation:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12822264/,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC Open Access,PMC:PMC12866021,pmc open access:PMC12866021:Tab2:table-2-diagnostic-performance-of-deep-learning-models-in-individual-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12866021/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12872155,pmc open access:PMC12872155:aam_306_24-t002:table-2-characteristics-of-included-study:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12872155/,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/
PMC Open Access,PMC:PMC12957155,pmc open access:PMC12957155:tab1:table-1-the-baseline-characteristics-of-included-studies-and-involved-patients:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12957155/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12966028,pmc open access:PMC12966028:T2:table-2-statistical-data-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12966028/,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC Open Access,PMC:PMC12979143,pmc open access:PMC12979143:T2:table-2-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC12984992,pmc open access:PMC12984992:diagnostics-16-00648-t001:table-1-study-characteristics:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC12984992/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC13030614,pmc open access:PMC13030614:tomography-12-00032-t001:table-1-study-characteristics-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC13030614/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC13080120,pmc open access:PMC13080120:table3-03000605261438344:table-3-diagnostic-accuracy-of-pocus-for-detecting-pneumothorax-after-cvc-insert:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC13080120/,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC Open Access,PMC:PMC13086779,pmc open access:PMC13086779:Tab2:table-2-main-characteristics-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC13086779/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC13097200,pmc open access:PMC13097200:AT3:table-5-characteristics-of-included-studies-for-esophageal-carcinoma-included-in:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC13097200/,CC BY-NC-SA 1.0,https://creativecommons.org/licenses/by-nc-sa/1.0/
PMC Open Access,PMC:PMC13213728,pmc open access:PMC13213728:tbl0020:table-4-summary-of-diagnostic-performance-metrics-of-the-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC13213728/,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC Open Access,PMC:PMC13280124,pmc open access:PMC13280124:t0010:table-2-consolidated-2-2-contingency-data-across-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC13280124/,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC Open Access,PMC:PMC13389888,pmc open access:PMC13389888:T1:table-i-main-characteristics-of-10-studies-included-in-meta-analysis:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC13389888/,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/
PMC Open Access,PMC:PMC13393513,pmc open access:PMC13393513:ags370218-tbl-0003:table-3-summary-of-study-characteristics-and-diagnostic-outcomes-for-all-include:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC13393513/,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC Open Access,PMC:PMC13444374,pmc open access:PMC13444374:T1:table-1-study-level-2-2-diagnostic-accuracy-data-tp-fp-fn-tn-for-each-classifica:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC13444374/,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC Open Access,PMC:PMC13477498,pmc open access:PMC13477498:TAB2:table-2-diagnostic-accuracy-of-serum-gldh-for-the-diagnosis-of-drug-induced-live:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC13477498/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC6958609,pmc open access:PMC6958609:Tab1:table-1-characteristics-of-the-included-studies-icu-intensive-care-unit-sirs-sys:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC6958609/,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC6994169,pmc open access:PMC6994169:pntd.0007981.t001:table-1-characteristics-of-the-studies-selected-and-test-properties-calculated-a:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC6994169/,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC7006196,pmc open access:PMC7006196:Tab4:table-4-diagnostic-accuracy-results:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC7006196/,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC7170259,pmc open access:PMC7170259:pone.0231775.t001:table-1-basic-characteristics-and-quality-assessment-of-the-eligible-studies-inc:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC7170259/,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC7230994,pmc open access:PMC7230994:jcm-09-01133-t001:table-1-summary-of-characteristics-of-included-publications:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC7230994/,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC7277843,pmc open access:PMC7277843:diagnostics-10-00271-t001:table-1-study-characteristics:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC7277843/,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC7430004,pmc open access:PMC7430004:Tab2:table-2-data-extracted-for-the-construction-of-2-2-table:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC7430004/,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC7539761,pmc open access:PMC7539761:t3-jheor-7-2-17088:table-3-data-extracted-from-each-study-included-egfr-alk-ros-1-braf-ret-and-met-:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC7539761/,CC BY 4.0,http://creativecommons.org/licenses/by/4.0
PMC Open Access,PMC:PMC7602716,pmc open access:PMC7602716:ijerph-17-07515-t001:table-1-characteristics-of-the-studies-that-were-systematically-reviewed:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC7602716/,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC7821724,pmc open access:PMC7821724:Tab1:table-1-baseline-characteristics-of-studies-that-satisfied-the-inclusion-criteri:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC7821724/,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8023604,pmc open access:PMC8023604:t0002:table-2-summary-of-eligible-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8023604/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8060079,pmc open access:PMC8060079:tab1:table-1-characteristics-of-the-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8060079/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8073908,pmc open access:PMC8073908:Tab1:table-1-general-characteristics-of-the-reviewed-studies-and-the-primary-results:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8073908/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8221493,pmc open access:PMC8221493:pone.0253658.t001:table-1-characteristics-of-the-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8221493/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8353091,pmc open access:PMC8353091:T2:table-2-summary-of-the-diagnostic-modalities-with-index-tests-and-raw-data:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8353091/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8446503,pmc open access:PMC8446503:t1-usg-20191:table-1-characteristics-of-the-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8446503/,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC Open Access,PMC:PMC8505115,pmc open access:PMC8505115:tab1:table-1-characteristics-of-the-six-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8505115/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8533041,pmc open access:PMC8533041:T2:table-2-summary-of-the-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8533041/,CC BY-NC-SA 4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/
PMC Open Access,PMC:PMC8542302,pmc open access:PMC8542302:Tab2:table-2-main-characteristics-of-studies-included-in-the-meta-analysis:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8542302/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8583375,pmc open access:PMC8583375:ijerph-18-11451-t002:table-2-statistical-data-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8583375/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8600897,pmc open access:PMC8600897:Tab1:table-1-compiled-eligible-studies-included-in-the-meta-analysis-of-rk39-in-ethio:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8600897/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8620381,pmc open access:PMC8620381:diagnostics-11-02028-t001:table-1-the-detail-characteristics-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8620381/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8627055,pmc open access:PMC8627055:Tab1:table-1-characteristics-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8627055/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8660806,pmc open access:PMC8660806:Tab1:table-1-major-characteristics-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8660806/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8704996,pmc open access:PMC8704996:T1:table-1-characteristics-of-included-studies-in-the-meta-analysis:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8704996/,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC Open Access,PMC:PMC8708608,pmc open access:PMC8708608:jpm-11-01269-t002:table-2-summary-data-of-the-included-studies-with-detailed-data-on-the-accuracy-:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8708608/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8739654,pmc open access:PMC8739654:Tab2:table-2-data-extracted-for-the-construction-of-2-2-table:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8739654/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8764176,pmc open access:PMC8764176:T1:table-1-characteristics-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8764176/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8765637,pmc open access:PMC8765637:pone.0261521.t001:table-1-baseline-characteristics-and-methodological-quality-of-all-included-stud:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8765637/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8774961,pmc open access:PMC8774961:diagnostics-12-00049-t002:table-2-diagnostic-test-accuracy-of-eligible-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8774961/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8794272,pmc open access:PMC8794272:pntd.0010136.t002:table-2-raw-data-from-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8794272/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8799085,pmc open access:PMC8799085:t2:table-2-basic-data-of-the-literature-on-the-diagnosis-of-eoc-by-ctdna-detection:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8799085/,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC Open Access,PMC:PMC8849447,pmc open access:PMC8849447:pntd.0010152.t001:table-1-characteristics-of-the-studies-on-antigen-detection-tests-included-in-th:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8849447/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8898453,pmc open access:PMC8898453:Tab1:table-1-basic-characteristics-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8898453/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8958078,pmc open access:PMC8958078:tab3:table-3-diagnostic-accuracy-of-sil-2r-in-eligible-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8958078/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC8964149,pmc open access:PMC8964149:t1:table-1-characteristics-of-the-included-studies-on-vegf-d-levels-in-relation-to-:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC8964149/,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC Open Access,PMC:PMC9021380,pmc open access:PMC9021380:T1:table-1-basic-characteristics-and-details-of-the-22-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9021380/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9059364,pmc open access:PMC9059364:Tab1:table-1-the-main-characteristics-of-the-included-studies-in-the-meta-analysis:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9059364/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9060111,pmc open access:PMC9060111:crj13485-tbl-0001:table-1-clinical-characteristics-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9060111/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9073804,pmc open access:PMC9073804:t2:table-2-summary-of-results-of-mri-and-ct:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9073804/,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC Open Access,PMC:PMC9086695,pmc open access:PMC9086695:T1:table-1-characteristics-of-included-studies-about-crispr-detection-of-sars-cov-2:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9086695/,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC Open Access,PMC:PMC9091039,pmc open access:PMC9091039:t2:table-2-summary-of-results-of-ca72-4-ca19-9-and-cea-diagnosis:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9091039/,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC Open Access,PMC:PMC9096385,pmc open access:PMC9096385:t2:table-2-data-of-four-grids-of-parameters-values-included-in-the-study:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9096385/,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC Open Access,PMC:PMC9164472,pmc open access:PMC9164472:Tab1:table-1-basic-characteristics-of-the-12-included-literatures:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9164472/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9197663,pmc open access:PMC9197663:tab1:table-1-the-basic-characteristics-of-the-literature:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9197663/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9217608,pmc open access:PMC9217608:tab2:table-2-technical-aspects-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9217608/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9263097,pmc open access:PMC9263097:T2:table-2-characteristic-of-primary-diagnostic-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9263097/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9279258,pmc open access:PMC9279258:Tab3:table-3-summary-sensitivities-and-specificities-of-ccta-for-the-identification-o:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9279258/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9407121,pmc open access:PMC9407121:diagnostics-12-02008-t005:table-5-direct-comparison-of-diagnostic-performance-for-active-bowel-lesions-bet:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9407121/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9410643,pmc open access:PMC9410643:T1:table-1-baseline-characteristics-and-methodological-quality-of-all-included-stud:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9410643/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9410647,pmc open access:PMC9410647:T1:table-1-baseline-characteristics-and-methodological-quality-of-all-included-stud:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9410647/,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC Open Access,PMC:PMC9432068,pmc open access:PMC9432068:tbl0002:table-2-the-accuracy-of-included-studies-of-lus-in-diagnosing-ttn:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9432068/,CC BY-NC-ND 4.0,https://creativecommons.org/licenses/by-nc-nd/4.0/
PMC Open Access,PMC:PMC9478189,pmc open access:PMC9478189:T2:table-2-outcomes-of-the-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9478189/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9502997,pmc open access:PMC9502997:Tab2:table-2-diagnostic-accuracy-results-from-the-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9502997/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9524488,pmc open access:PMC9524488:t1-tjg-33-9-722:table-1-characteristics-of-included-18-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9524488/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9533650,pmc open access:PMC9533650:T2:table-2-baseline-data-regarding-ada-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9533650/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9584539,pmc open access:PMC9584539:pone.0276529.t002:table-2-the-diagnostic-parameters-of-the-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9584539/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9630505,pmc open access:PMC9630505:Tab2:table-2-included-studies-containing-raw-diagnostic-accuracy-data-for-meta-analys:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9630505/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9643699,pmc open access:PMC9643699:T1:table-1-the-characteristics-of-the-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9643699/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9742555,pmc open access:PMC9742555:T1:table-1-the-baseline-characteristics-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9742555/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9803521,pmc open access:PMC9803521:T3:table-3-the-detailed-information-about-index-test-of-included-studies:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9803521/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9872518,pmc open access:PMC9872518:T3:table-3-characteristics-of-ct-diagnostic-tests:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9872518/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9875999,pmc open access:PMC9875999:T1:table-1-baseline-characteristics-and-methodological-quality-of-all-included-stud:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9875999/,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
PMC Open Access,PMC:PMC9907922,pmc open access:PMC9907922:T1:table-1-baseline-characteristics-and-methodological-quality-of-all-included-stud:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9907922/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
PMC Open Access,PMC:PMC9909360,pmc open access:PMC9909360:tbl1:table-1-characterization-of-included-studies-using-nasal-swabs:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9909360/,"Since January 2020 Elsevier has created a COVID-19 resource centre with free information in English and Mandarin on the novel coronavirus COVID-19. The COVID-19 resource centre is hosted on Elsevier Connect, the company's public news and information website. Elsevier hereby grants permission to make all its COVID-19-related research that is available on the COVID-19 resource centre - including this research content - immediately available in PubMed Central and other publicly funded repositories,",https://pmc.ncbi.nlm.nih.gov/tools/openftlist/
PMC Open Access,PMC:PMC9928182,pmc open access:PMC9928182:T1:table-1-characteristics-of-included-studies-in-the-meta-analysis:1:overall,https://pmc.ncbi.nlm.nih.gov/articles/PMC9928182/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/
Zenodo,ZENODO:20182590,zenodo:20182590:972bd05f-793f-472f-852f-780d56db08cd:20182590-972bd05f-793f-472f-852f-780d56db08cd-ma1-data-real-csv:1:overall,https://zenodo.org/api/records/20182590/files/ma1_data_real.csv/content,cc-by-4.0,
Zenodo,ZENODO:20445316,zenodo:20445316:26a9ca29-9ee1-42d0-bc33-499fc14bc3b8:leehyukdr-aidepth-ma-107a2c7-data-aidepth-ma-dataextraction-v2-0-8-consolidated-:1:overall,https://zenodo.org/api/records/20445316/files/leehyukdr/aidepth-ma-v1.0-submission.zip/content,mit-license,
Zenodo,ZENODO:21810681,zenodo:21810681:14fff2b1-b3e3-44e9-ac1d-de68c64520d4:21810681-14fff2b1-b3e3-44e9-ac1d-de68c64520d4-data-studies-csv:1:overall,https://zenodo.org/api/records/21810681/files/data_studies.csv/content,cc-by-4.0,
Zenodo,ZENODO:4917138,zenodo:4917138:4405c8d1-ca5a-4084-8860-c96e440be46e:4917138-4405c8d1-ca5a-4084-8860-c96e440be46e-adt-metadta-csv:1:overall,https://zenodo.org/api/records/4917138/files/ADT%20metaDTA.csv/content,cc-by-4.0,
