doi,title,description,subjects,publisher,publication_year,resource_type,resource_type_general,license,license_url,source_url,source,source_id,matched_queries,file_probe_selected,in_fixed_osf_inventory,access_status,public_file_count
10.17605/osf.io/d3xn7,Performance of machine learning models in diagnosing mental disorders from speech signals: a systematic review,"This project hosts the study protocol, search strategies, and supplementary materials for a systematic review and meta-analysis investigating the diagnostic accuracy and efficacy of artificial intelligence (AI) and machine learning (ML) models in detecting and classifying mental health disorders. The review aims to synthesize the existing evidence, evaluate the methodological quality of studies, and identify key factors influencing AI performance in psychiatric diagnostics. The protocol has been registered to ensure transparency and reproducibility.",Medicine and Health Sciences | Medical Specialties | Psychiatry | artificial intelligence | diagnosis | machine learning | mental health | psychiatry | systematic review,OSF Registries,2026,Pre-registration,StudyRegistration,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/d3xn7/,OSF,d3xn7,"""diagnostic accuracy""",True,False,files_enumerated,1
10.17605/osf.io/d5w4p,Diagnostic Accuracy of Post-Treatment Circulating Tumor DNA for Minimal Residual Disease Detection in Early-Stage Breast Cancer: A Systematic Review and Meta-Analysis of Diagnostic Test Accuracy,"This project contains the prespecified protocol for a systematic review and diagnostic test accuracy meta-analysis evaluating the performance of post-treatment circulating tumor DNA (ctDNA) for minimal residual disease (MRD) detection in early-stage breast cancer (stage I–III).

The review follows PRISMA-DTA guidelines and applies a bivariate random-effects model to jointly estimate pooled sensitivity and specificity. Risk of bias is assessed using QUADAS-2.

The objective is to quantify diagnostic performance parameters including sensitivity, specificity, likelihood ratios, diagnostic odds ratio, and area under the summary ROC curve (AUC), and to evaluate clinical utility through pre-test to post-test probability transitions.

This registration was completed prior to final data synthesis and manuscript submission.",Medicine and Health Sciences | Education | Medical Specialties | Oncology | ctDNA minimal residual disease MRD breast cancer diagnostic test accuracy meta-analysis PRISMA-DTA liquid biopsy oncology,OSF,2026,Project,OutputManagementPlan,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/d5w4p/,OSF,d5w4p,"""diagnostic accuracy"" | ""diagnostic test accuracy"" | ""sensitivity and specificity"" | sensitivity specificity meta-analysis",True,False,files_enumerated,0
10.17605/osf.io/d74ek,Abstract,"Introduction: Oral cancer, the sixteenth most common cancer worldwide, presents a significant health burden, particularly in regions like South Asia and Europe, due to risk factors such as tobacco use, betel quid, and alcohol consumption. VELscope, a diagnostic device, aids in early detection by identifying abnormal fluorescence in oral tissues. This scoping review will evaluate the clinical and cost-effectiveness of VELscope in detecting oral premalignant and malignant lesions, identify research gaps, and provide insights into its utility in clinical practice.The objective of this scoping review is to comprehensively assess the available evidence regarding the clinical and cost-effectiveness of VELscope for detecting oral premalignant lesions, and oral cancer. 
Method &amp; Analysis: Adhering to JBI Scoping Review Methodology and PRISMA-ScR guidelines, we will systematically map evidence from peer-reviewed studies in English published until January 2025. Key outcomes include diagnostic accuracy (sensitivity, specificity) and cost-effectiveness. Databases such as MEDLINE (PubMed), Scopus, Embase, and Cochrane will be searched, with screening and data extraction conducted independently by two reviewers by using appropriate software (e.g. Rayyan and Microsoft Excel). Findings will be synthesized using tables, figures, and a PRISMA flow diagram to highlight gaps and inform future research and clinical practice.
Ethics and Dissemination: This scoping review does not involve primary data collection; therefore, ethics approval is not required. The findings will be disseminated through peer-reviewed journals, presentations at national and international conferences, and workshops aimed at healthcare professionals and policymakers.
Keywords: diagnostic effectiveness, oral cancer, oral premalignant lesions, VELscope.",Medicine and Health Sciences | Diagnostic Effectiveness | Oral premalignant lesion screening | Scoping Review | Screening of Oral Cancer in Public Health | VELscope,OSF,2025,ProjectComponent,Text,,,https://osf.io/d74ek/,OSF,d74ek,"""diagnostic accuracy""",True,False,files_enumerated,1
10.17605/osf.io/d98fs,The experiences of artificial intelligence utilization in healthcare services and healthcare professionals workloads: a scoping review,"In recent years, the landscape of healthcare services has undergone transformative changes with the incorporation of Artificial Intelligence. (AI). AI encompasses a range of technologies including, but not limited to, machine learning, natural language processing, and deep learning, which have been progressively employed to optimize healthcare services and manage workloads effectively. The penetration of AI in healthcare is premised on its potential to automate routine tasks, offer decision support systems, and enhance diagnostic accuracy, thereby ostensibly reducing the workloads of healthcare professionals and enhancing efficiency. Therefore, evaluating the impacts of AI utilization in healthcare services on the workloads of healthcare professionals becomes imperative to delineate the nuanced implications it harbors for the healthcare workforce.",,OSF,2024,Project,Text,,,https://osf.io/d98fs/,OSF,d98fs,"""diagnostic accuracy""",True,True,files_enumerated,0
10.17605/osf.io/dc6xy,Development and internal validation of a search filter meant to identify Swiss graduate theses focusing on children’s homes written in French,"Abstract
Background and rationale:
Swiss social work students from higher education universities (HETS Lausanne, HETS Fribourg, HETS Valais and HETS Genève) have published over 4000 theses from 2008-2018, many of which report primary qualitative research (mainly interview studies). The current number of social work theses (thousands), variation in indexing, terminology and keywords used by students (foyer, maison, home, lieu de vie, institution, etc.) (or used in different universities) and database limitations (no abstracts available online for almost all theses) has made it difficult for to find Swiss works focusing on this topic. Children’s home research not identified by end-users and stakeholders are unlikely to be read, could be unnecessarily undertaken again and may therefore contribute to research waste. Neglecting children’s home research found in graduate theses also means that children in care and care workers would have given their time to contribute to research that may end up having little to no impact. A well-developed topic search filter meant to help identify children’s home research could prove to be a useful tool to limit research waste in this context.
Objective:
To develop and validate search filters meant to retrieve Swiss social work graduate theses focusing on children’s homes (topic search filter) written in French and indexed in Swissbib.
Study design:
Search filter development study and internal validation of the filters on one (1) dataset of relevant records and one (1) dataset of irrelevant records
Methods:
First, consecutive theses published by HETS Lausanne social work students from 1960-2015 were manually sought and assessed until 10 children’s home theses were found for each decade. Based on a brief assessment of their contents, 73 theses were deemed to focus on children’s homes and 123 to focus on other topics (“irrelevant theses”). The titles of the 73 included theses constituted the development set. The development set was analyzed using the Systematic Review Accelerator word frequency analyzer tool and the most commonly found 1 or 2 words keywords were extracted to an Excel document. Each keyword’s ability to correctly identify relevant theses (sensitivity) and correctly exclude irrelevant theses (specificity) was then calculated by emulating Swissbib’s exact keyword search and wildcard searches functions with imbricated COUNTIF().Two search filters were iteratively developed by subjectively selecting and combining keywords with the highest specificity and/or the highest sensitivity. The best “OR” keyword combinations were then sought through trial and error using the dynamic Excel search emulator, trying as best as possible to select keywords leading to inclusion of relevant records only. For all relevant theses titles which could not be found I tried to identify which missing keyword(s) combination(s) could have been used to include them without also including too many irrelevant titles too.
Results:
The highly sensitive search filter achieved 79.45% sensitivity and 95.12% specificity. This search filter found 58 out of 73 (79.45%) relevant theses and adequately excluded 117 out of 123 (95.12%) irrelevant records. The most effective highly specific search filter achieved 69.86% sensitivity and 98.37% specificity. This search filter found 51 out of 73 (69.86%) relevant theses and adequately excluded 121 out of 123 (98.37%) irrelevant records. It is meant to adequately exclude as many non-children’s homes theses as possible. Although a few additional relevant theses with uninformative titles could have been found with children’s homes non-specific keywords this was deemed to be inadequate for this would likely negatively affect the filter performances when/if used in a different dataset or database.
Limitations:
Search filter performances could therefore be slightly different in Swissbib. These search filter performances in other databases including French literature is currently unknown. The performance of a search filter is bounded by the limitations of the data (titles and abstracts) on which it is based; in the current context it is difficult to achieve higher sensitivities when a substantial portion of titles provide little information on the study focus and no abstracts are available. These search filter performances may vary over time if a) keywords in use change or b) graduate theses titles become more or less informative. These search filters are meant to identify children’s homes theses published from 1960 to 2015.A number of French keywords specific to children’s homes such as “foyer de jeunesse” (Canada), “home d’enfants”, “établissement dépositaire”, “Serix” and “maison d’éducation à caractère social (MECS)” (France) were not identified within children’s home theses, which suggests relevant titles can still be missed by these search filters and performances will vary if they are used to search non-Swiss theses. A sample of n=73 children’s homes theses was not enough to identify the full breadth of children’s homes keywords in use in Switzerland from 1960 to 2015. Identifying theses whose focus were children’s homes involved a level of subjectivity, particularly for institutions with mixed populations (children and adults) and other authors may differ with some of the judgements made.
Discussion:
The performances of the two search filters developed in this study should be tested (external validation) in other Swiss databases such as RERO Explore or Renouvaud prior to a more widespread use. HETS Lausanne’s librarians may encourage social work students to use these search filters to identify Swiss children’s homes theses and the Excel search simulator could also be used (and improved) to teach about developing effective search strategies.
HETS students and higher education students could be given more or better guidance on how to make their theses titles more informative to future potential readers if they wish for others to benefits from insights emerging from their work. Swiss social work higher education schools should consider also including theses abstracts in electronic databases to help users identify works they may be interested in. PDF versions of graduate theses would also massively increase their accessibility and both national and international visibility.
Funding:
No funding was received for this work.
Registration: Not done, previous report versions nevertheless available at https://osf.io/dc6xy/files .
Data and materials: See https://osf.io/dc6xy/files. All other data is otherwise included within this manuscript.
Keywords: Children’s homes, search filter, sensitivity and specificity, indexing, literature searching",children's homes | foyers d'enfants | literature searching | sensitivity and specificity | topic search filter,OSF,2019,ProjectComponent,Text,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/dc6xy/,OSF,dc6xy,"""sensitivity and specificity""",True,True,files_enumerated,2
10.17605/osf.io/dfsrj,2x2 table interpretation,This is a position paper on interpreting 2x2 tables of diagnostic validity.,,OSF,2024,Project,Text,,,https://osf.io/dfsrj/,OSF,dfsrj,"""2x2"" diagnostic",True,True,files_enumerated,2
10.17605/osf.io/dpk3f,"Methods for the detection of pathogenic microorganisms of public health interest in drinking water: a comparative review of sensitivity, specificity, costs, and antimicrobial resistance",Methods for the detection of pathogenic microorganisms of public health interest in drinking water,Medicine and Health Sciences | - Comparative Study | - Drinking Water | - High-Throughput Nucleotide Sequencing | - Membrane Filtration | - Microbiological Techniques | - Polymerase Chain Reaction | - Potable Water | - Real-Time Polymerase Chain Reaction | - Sensitivity and Specificity | - Water Microbiology,OSF,2025,Project,Text,,,https://osf.io/dpk3f/,OSF,dpk3f,"""sensitivity and specificity""",True,False,files_enumerated,2
10.17605/osf.io/drhj8,Artificial Intelligence in Detecting Neurological and Psychiatric Comorbidities Through Orofacial Biomarkers: A Rapid Systematic Review,"Background and Rationale
The orofacial region provides a direct, accessible window into central nervous system function. Measurable biological outputs—specifically jaw muscle activation (electromyography), salivary biomarkers, and microscopic facial kinematics—frequently alter in the early stages of major neurological and psychiatric disorders. Conditions such as Parkinson’s disease, major depressive disorder, generalized anxiety, and schizophrenia present distinct orofacial signatures.

While dental clinicians interact with these exact biological signals during routine appointments, they currently play no role in frontline neurological screening. Machine learning architectures have recently demonstrated the capacity to map these complex, non-linear orofacial patterns with high diagnostic accuracy (historically ranging from 72% to 99% in isolated datasets). However, the literature remains fragmented. No comprehensive review has yet synthesized the diagnostic accuracy of these varied AI frameworks specifically for neuro-psychiatric screening, leaving a critical gap between advanced computational models and practical dental clinical applications.

Objectives
This rapid systematic review aims to systematically map and critically evaluate the current state of AI applications using orofacial data for neuro-psychiatric detection. The primary objectives are to:
 • Evaluate the diagnostic accuracy (sensitivity, specificity, and area under the receiver operating characteristic curve) of existing AI models across distinct orofacial modalities.
 • Determine whether multimodal AI integrations (e.g., combining salivary chemistry with dynamic kinematics) yield superior predictive power compared to standalone single-biomarker models.
 • Identify the methodological barriers preventing the translation of these diagnostic tools from engineering laboratories into physical dental operatories.

Methodology
This study will follow a streamlined rapid review framework adapted from the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) guidelines to ensure structural transparency:
 
Search Architecture:
We will execute a systematic search strategy across PubMed, Google Scholar, and Semantic Scholar targeting peer-reviewed literature published between 2015 and 2026.

Eligibility Criteria:
Included studies must utilize machine learning or deep learning algorithms to evaluate human orofacial data (saliva, facial video, or jaw muscle mechanics) for the primary purpose of identifying or tracking a neurological or psychiatric condition. Studies focusing solely on local dental pathologies (e.g., localized temporomandibular joint disorders) or relying purely on standard neuroimaging protocols (such as fMRI) will be excluded.

Data Extraction &amp; Quality Assessment: 
Data regarding model architecture, sample sizing, biomarker categories, and accuracy metrics will be rigorously extracted into a centralized matrix. Risk of bias will be evaluated by assessing study design limitations, sample sizes, and validation methods to contextualize the strength of the current data.

Clinical Significance:
By establishing a clear, evidence-based assessment of AI capabilities in this domain, this review aims to challenge the traditional boundary between dental medicine and neurology. Proving the viability of AI-driven orofacial screening could ultimately allow the routine dental chair to serve as an opportunistic, non-invasive frontline for early neurodiagnostic intervention—a pivot that could fundamentally improve long-term patient prognoses.",Physical Sciences and Mathematics | Psychiatry and Psychology | Medicine and Health Sciences | Life Sciences | Medical Specialties | Computer Sciences | Neuroscience and Neurobiology | Neurology | Dentistry | Artificial Intelligence and Robotics | Artificial Intelligence Machine Learning Deep Learning Convolutional Neural Networks CNN Computer Vision Neuro-Psychiatric Disorders Parkinson's Disease Schizophrenia Depression Anxiety Bruxism Orofacial Biomarkers Salivary Biomarkers Electromyography EMG Orofacial Kinematics Micro-expressions Wearable Sensors Dentistry Screening Rapid Review Systematic Review PRISMA Diagnostic Accuracy,OSF,2026,Project,Text,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/drhj8/,OSF,drhj8,"""diagnostic accuracy""",True,False,files_enumerated,0
10.17605/osf.io/dv3xk,The Relational Calculus for Green AI,"This project is the public home of Relational Calculus, a meta‑mathematical framework that replaces the brute‑force logic of absolute‑scale computation with dimension‑less, capacity‑anchored blueprints. At its heart lies a simple but radical axiom: every system possesses an intrinsic maximum—a “North Star”—and by expressing all observations as fractions of that limit, complexity collapses, efficiency soars, and transfer across domains becomes automatic.

The collection gathers the complete stack: the foundational theoretical paper, a ready‑to‑run Relational Decoder (an open‑source algorithm that probes any black‑box function and extracts its dimensionless template), and five applied case studies that prove the principle in wildly different arenas—number theory (deterministic prime pair lattices), symbolic artificial intelligence (a geometric chess engine that exhibits emergent strategy with zero domain knowledge, gaining 90%+ efficiency), high‑energy physics (scale‑invariant jet tagging that transfers zero‑shot across collision energies with +14.5% AUC), quantum chemistry (80% error reduction in cross‑molecule transfer), and precision oncology (a lightweight XGBoost that achieves 98.4% cross‑species diagnostic accuracy under a 70% hardware‑signal collapse, completely erasing batch effects). A companion paper extends the logic to large language models, proposing Relational‑CoT as a drop‑in replacement for resource‑intensive chain‑of‑thought reasoning.

Every work converges on the same empirical signature: &gt;90% reduction in computational cost, genuine zero‑shot generalization across scales and species, and the proof that Green AI is not an aspiration but an engineering reality. An integrated STEM curriculum for ages 10–14 ensures that the relational lens is taught before the continuous one, inoculating the next generation against the wasteful “math of deviation.”

All code, data, and executable papers are open‑source. The project is intended not as a scholarly gesture but as an enablement instrument for the industrial shift from the Age of Fire—where more compute meant more extraction—to the Era of Relation, where measuring how full a system is replaces the endless pursuit of how much.",Dynamical Systems | Numerical Analysis and Scientific Computing | Plasma and Beam Physics | Physical Sciences and Mathematics | Mathematics | FOS: Mathematics | Quantum Physics | FOS: Physical sciences | Computer Sciences | Physics | Discrete Mathematics and Combinatorics | Fluid Dynamics | Number Theory | Artificial Intelligence and Robotics | Abstract-CoT | Artificial Intelligence | Chain-of-Thought | Collider Psysics | Computational Efficiency | Constraint-driven Intelligence | DImensionless Analysis | Dimensional Analysis | Dynamical Systems Game Theory | Emergent Behaviour | Green AI | High Energy Physics | Information Theory | Jet Tagging | LHC/HL-LHC | Large Language Models | Lorenz Invariance | Machine Learning | Number Theory | Prime Gaps | Quantum Computing | Quantum Machine Learning | Relational Calculus | Scale Invariance | Zero-shot Transfer,OSF,2026,Project,Collection,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/dv3xk/,OSF,dv3xk,"""diagnostic accuracy""",True,False,files_enumerated,0
10.17605/osf.io/dy43t,HQ3. Sensitivity and specificity of In-Vitro Drug-Specific IgE Versus Skin Testing for IgE-Mediated Immediate Drug Hypersensitivity Using Drug Provocation Testing : A Systematic Review,,,OSF,2025,ProjectComponent,Text,,,https://osf.io/dy43t/,OSF,dy43t,"""sensitivity and specificity""",True,False,files_enumerated,1
10.17605/osf.io/e2rhj,The SPECTRA Evidence Stack: An Auditable Neuroaffirmative Framework for Integrating Multi-Source Evidence in Adult Neurodivergence Assessment,"This methods paper introduces the SPECTRA Evidence Stack, a transparent, neuroaffirmative framework for integrating multi-source evidence in adult neurodivergence assessment. The framework structures data from self-report, informant-report, and performance or observational measures through three layers—Response Quality, Multi-source Convergence, and Confidence Synthesis—preserving discrepancies as clinically interpretable signals rather than treating them as noise. We present the conceptual architecture, theoretical rationale, illustrative clinical vignettes, and a formative synthetic stress test of rule behavior. This work does not validate diagnostic accuracy, clinical effectiveness, or real-world utility; it establishes a methodological foundation for future empirical and clinical evaluation.",Medicine and Health Sciences | Life Sciences | Social and Behavioral Sciences | neurodivergence autism ADHD digital assessment masking clinical decision support neuroaffirmative,OSF,2026,Project,Preprint,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/e2rhj/,OSF,e2rhj,"""diagnostic accuracy""",True,False,files_enumerated,9
10.17605/osf.io/e5uk6,"The Digital Twin Landscape in Medical Diagnosis: A Scoping Review and Bibliometric Analysis of Emerging Applications, Translational Challenges, and Future Theranostic Potential","Amid the growing global demand for precision medicine and personalized healthcare, traditional medical diagnostic models face significant challenges [1, 2]. Current diagnostic methods often rely on empirical judgment and population-based reference data, struggling to capture the dynamic changes and heterogeneous characteristics of individual physiological systems. This leads to frequent issues such as delayed early disease warnings, limited diagnostic accuracy for complex conditions, and suboptimal treatment plan adaptability, which collectively represent critical bottlenecks in improving healthcare quality and efficacy [3-5]. To address these challenges, academia and industry are actively exploring the deep integration of cutting-edge engineering technologies with clinical medicine. Among these, digital twin technology, a hallmark of the Fourth Industrial Revolution, is driving profound transformations in medical diagnostics due to its unique value [6, 7].

Originating from industrial manufacturing, digital twin technology creates digital replicas of physical entities to enable dynamic mapping and optimized control throughout their lifecycle [8, 9]. In recent years, advancements in the Internet of Medical Things, high-precision medical imaging, biosensing technologies, and artificial intelligence algorithms have facilitated the penetration of digital twins into the medical field [10]. The core of this approach lies in integrating multidimensional data—such as genomics, proteomics, imaging, and physiological signals—to construct highly accurate digital twin models of the human body or specific organs. These models enable real-time monitoring, simulation, and precise prediction of physiological states and pathological changes [11]. Compared to industrial applications, medical digital twins must address the complexity and dynamism of biological data, ensuring real-time performance and high fidelity to support precise diagnostics [12].

The primary advantage of digital twins in medical diagnostics lies in their ability to shift from passive diagnosis to proactive prediction and from population-based generalizations to individualized precision [6, 13]. By constructing digital twin models synchronized with patients in real time, clinicians can simulate pathophysiological processes in a virtual environment, avoiding the risks and invasiveness of traditional diagnostic procedures (e.g., biopsies or contrast imaging) [14]. For instance, cardiovascular digital twin models have demonstrated their ability to monitor myocardial electrophysiological activity in real time, not only pinpointing myocardial infarction lesions with precision but also detecting subtle conduction abnormalities early, providing diagnostic evidence for occult pathologies [15]. Moreover, digital twin technology significantly enhances diagnostic workflows and decision-making efficiency. Through virtual simulations, clinicians can pre-optimize diagnostic pathways and parameters before complex procedures or identify early-stage lesions imperceptible to the naked eye by deeply analyzing imaging data [16, 17]. In oncology, digital twins can dynamically track the microscopic evolution and biological behavior of tumors, accurately determining their malignancy, invasion scope, and subtype [12, 18, 19]. Figure 1 illustrates a feedback control system centered on a patient’s digital twin, demonstrating how it achieves precise diagnostics through multisource data integration, with detailed mechanisms discussed further in the main text.

In recent years, medical digital twin technology has shown immense potential in clinical areas such as cardiovascular diseases [17, 20-23], oncology [16, 18, 24, 25], and neurological disorders [26-29]. However, as an emerging interdisciplinary technology, its application in medical diagnostics remains in the early stages of rapid development, facing multiple challenges. For example, the lack of data standardization and sharing hinders the integration of heterogeneous multisource data, limiting model generalizability [30-32]. Incomplete ethical and regulatory frameworks may impede the widespread adoption of digital twins in clinical trials [5, 33]. Additionally, issues such as model accuracy and interpretability, high computational demands, and substantial maintenance costs represent critical barriers to technology translation [34, 35]. Currently, there is a lack of systematic reviews in academia that comprehensively outline the application status, core technologies, research hotspots, and future directions of this field.

Therefore, this study employs a combination of scoping review and bibliometric analysis to systematically examine the global literature on digital twins in medical diagnostics, aiming to address the following core questions:

From the perspectives of global research distribution, international collaboration, core funding, and interdisciplinary integration, what are the macroscopic characteristics of the research landscape in this field?

What are the key data sources, core modeling techniques, and algorithms used to construct digital twin models for diagnostics?

In which disease contexts are digital twins currently applied in medical diagnostics, and at what stage of technological maturity are these applications?

What are the systemic bottlenecks in data, modeling algorithms, and clinical translation that hinder the transition from theory to application, and what are the key future research directions?

Through systematic analysis of these questions, this paper aims to map the global landscape of digital twin applications in medical diagnostics and outline its future development directions. This work seeks to inspire innovative thinking and foster interdisciplinary collaboration to advance this transformative technology toward maturity.","Translational Medical Research | Public Health | Medicine and Health Sciences | Analytical, Diagnostic and Therapeutic Techniques and Equipment | Digital Twin; Precision Medicine; Medical Diagnosis;",OSF Registries,2025,Pre-registration,StudyRegistration,No license,,https://osf.io/e5uk6/,OSF,e5uk6,"""diagnostic accuracy""",True,False,files_enumerated,0
10.17605/osf.io/e6spb,How Are AI-Assisted Systematic Reviews Evaluated in Evidence-Based Healthcare? A Scoping Review,"This scoping review aims to map and characterize the indicators used to evaluate the performance, reliability, efficiency, validity, or impact of artificial intelligence–assisted systematic review processes in health research. Artificial intelligence technologies, including machine learning, natural language processing, and large language models, are increasingly being applied to different stages of the systematic review process, such as literature searching, deduplication, screening, data extraction, risk of bias and meta-analysis. However, the methods and indicators used to evaluate these applications remain heterogeneous.
The review will include empirical studies that assess the use of artificial intelligence in one or more stages of a systematic review conducted in a health-related field. The included studies shall compare AI-assisted methods with previously published systematic reviews. Data will be charted on the type of AI technology, stage of the review process, comparator or reference standard, and reported performance and quality indicators.
The review will identify commonly used measures, such as sensitivity, specificity, precision, recall, accuracy, F1 score, agreement statistics, workload reduction, time savings, reproducibility, reliability, usability, and transparency. It will also examine gaps in current evaluation practices and areas in which standardized indicators may be needed. The findings are expected to support the development of more consistent and transparent approaches for evaluating AI-assisted systematic reviews in health research.",Medicine and Health Sciences | artificial intelligence | systematic review,OSF,2026,Project,JournalArticle,No license,,https://osf.io/e6spb/,OSF,e6spb,sensitivity specificity meta-analysis,True,False,files_enumerated,1
10.17605/osf.io/e76g5,Artificial Intelligence for Reporting Quality: Validation of an LLM-Based Tool to Assess STARD 2015 Compliance in Imaging Research,"Background: Incomplete reporting in diagnostic accuracy research limits the ability to assess risk of bias, judge clinical applicability, and integrate findings into evidence syntheses. Although the Standards for Reporting Diagnostic Accuracy Studies (STARD) 2015 guideline provides a 30-item checklist to guide transparent reporting, adherence remains suboptimal in imaging research despite widespread endorsement, publication of explanatory materials, and dissemination of author checklists. Existing approaches to improving compliance have yielded only limited and inconsistent improvements, and the editorial infrastructure required to verify adherence at scale is often lacking. Large language models (LLMs) have recently shown promise for automated reporting guideline assessment, achieving approximately 90% accuracy against human ratings for CONSORT and other guidelines. However, no studies have evaluated whether LLMs can reliably assess adherence to STARD 2015.

Purpose: To evaluate whether AutoReporter, an LLM-based reporting guideline assessment tool, can reliably assess adherence to the STARD 2015 checklist in diagnostic accuracy studies, using previously published human reference ratings as the reference standard.

Methods: This validation study will apply AutoReporter, using the reasoning model o3-mini in a zero-shot, non-retrieval configuration, to two previously published cohorts of imaging-focused diagnostic accuracy studies with available item-level human STARD adherence ratings: Hong et al. (n=41) and Al-Ghita et al. (n=126), yielding a combined dataset of 167 studies. Full-text articles will be acquired from PubMed Central or institutional repositories and preprocessed using XML parsing or PDF-to-text conversion. AutoReporter outputs will be compared against human reference labels, which were assigned in duplicate and resolved by consensus. Binary classification metrics, including accuracy, sensitivity, specificity, F1 score, and Cohen's kappa, will be calculated per checklist item and at the article level, with 95% confidence intervals. Systematic disagreements between AutoReporter and human ratings will be reviewed by the research team to characterize the nature and sources of discordance.",Physical Sciences and Mathematics | Radiology | Medicine and Health Sciences | Medical Specialties | Computer Sciences | Artificial Intelligence and Robotics,OSF Registries,2026,Pre-registration,StudyRegistration,Creative Commons Zero v1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://osf.io/e76g5/,OSF,e76g5,"""diagnostic accuracy""",True,False,files_enumerated,1
10.17605/osf.io/edkzr,"Information Sources, Search Strategy, Study Selection and Data Extraction","Information sources and search strategy
The following databases will be searched:
• PubMed/MEDLINE
• Embase
• CINAHL
The search strategy will combine terms for inflammatory bowel disease, malnutrition or nutritional risk, nutritional screening tools, and the selected reference standards. The PubMed strategy will be adapted for Embase and CINAHL using database-specific subject headings and syntax.
Search filters will include humans, publication date from 1 January 2020 to July 2026, and English language or English translation available.
The PubMed search strategy is provided in Appendix 1.
Study selection
Search results from PubMed/MEDLINE, Embase and CINAHL will be imported into Zotero, where duplicates will be removed. The deduplicated records will then be imported into Rayyan for screening.
Titles and abstracts will be screened by one reviewer against the predefined PICO criteria. Records will be classified as include, exclude or maybe. All records marked include or maybe will proceed to full-text review. A second reviewer will check all records marked include or maybe and a sample of excluded records, using every tenth excluded record.
Full-text screening will be performed against the same eligibility criteria, and each study will be classified as included or excluded. Reasons for exclusion at full-text stage will be recorded. Any disagreements or uncertainties will be resolved by discussion.
The study selection process will be reported using a PRISMA flow diagram.
Data extraction
Data will be extracted into a standardised Excel workbook after full-text review. Each included study will be assigned a study ID using the first author, publication year and a key word from the title.
Study-level data will include basic study details, population demographics, IBD type, clinical setting, nutritional screening tools assessed, comparator used, comparator definition, screening tool cut-off, and whether complete or reconstructable 2 x 2 data are available.
Diagnostic accuracy data will be extracted at the study-screening tool-comparator level. Extracted data will include number analysed, reported sensitivity and specificity, TP, FP, FN and TN where available or derivable, and calculated PPV, NPV, accuracy and kappa.
For each study-screening tool-comparator row, it will be recorded whether a complete 2 x 2 table is reported or can be reconstructed. Rows with complete or reconstructable 2 x 2 data will be included in the structured diagnostic accuracy synthesis. PICO-eligible studies without sufficient 2 x 2 data will be summarised narratively as supportive evidence.
Extracted rows will be organised by comparator first and then by nutritional screening tool, for example MUST versus GLIM, SaskIBD-NR versus GLIM, and equivalent groups for ESPEN criteria and SGA where available.",,OSF Registries,2026,RegistrationComponent,Text,Creative Commons Zero v1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,https://osf.io/edkzr/,OSF,edkzr,"""diagnostic accuracy"" | ""sensitivity and specificity""",True,False,files_enumerated,0
10.17605/osf.io/ehfya,Benefits and Drawbacks of Modern Educational Approaches Compared with Traditional Teaching Methods for Electrocardiogram Education Among Anesthesia Learners: A Systematic Review,"Electrocardiogram (ECG) interpretation is a core skill for anesthesia trainees and plays an important role in intraoperative patient assessment, detection of cardiac arrhythmias, hemodynamic monitoring, and clinical decision-making during anesthesia. Inadequate ECG interpretation skills may lead to delayed diagnosis and inappropriate management and potentially life-threatening complications for patients.
Traditionally, traditional ECG education has historically relied on passive hub-based instruction such as lecture-based, face-to-face classroom instruction, and printed instructional materials that have only been able to transmit information from the instructor to the learner. However, advances in educational technologies have led to the emergence of innovative instructional approaches, including simulation-based learning, e-learning, web-based learning, mobile applications, gamification, flipped classrooms, case-based learning, problem-based learning, virtual reality (VR), augmented reality (AR), and artificial intelligence (AI)-based instructional systems.
Although these educational approaches are increasingly implemented in the education of healthcare professionals and contribute to better education of learners by creating an active and engaged learning environment, a comprehensive review of these methods and their advantages and disadvantages in creating an overall perception has been less discussed and concluded. Modern educational methods may improve knowledge acquisition, diagnostic accuracy, overall engagement, confidence, and long-term retention, but they may also increase educational costs, implementation complexity, technological requirements, and cognitive workload.
Therefore, we as a research team concluded that a comprehensive synthesis of available evidence is needed to determine the advantages and disadvantages of modern educational approaches compared to traditional educational methods for ECG training among anesthesia trainees.",Physical Sciences and Mathematics | Education,OSF Registries,2026,Pre-registration,Dataset,Creative Commons Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,https://osf.io/ehfya/,OSF,ehfya,"""diagnostic accuracy""",True,False,files_enumerated,1
