source,review_id,audit_review_title,group_id,audit_test_name,audit_source_url,recorded_study_rows,recorded_aggregate_tp,recorded_aggregate_fp,recorded_aggregate_fn,recorded_aggregate_tn,recorded_aggregate_sensitivity,recorded_aggregate_specificity,recorded_aggregate_youden_j,recorded_adjudication,recorded_parser_error_found,review_title,test_name,study_id,tp,fp,fn,tn,source_status,source_row,source_version,group_source_file,group_source_sheet,group_source_url,group_source_sha256,analysis_scope,eligibility,primary_atlas,selection_status,corpus_source_file,corpus_source_sha256,aggregate_tp,aggregate_fp,aggregate_fn,aggregate_tn,aggregate_sensitivity,aggregate_specificity,aggregate_youden_j,aggregate_direction,source_defined_direction,source_value_status,parser_transformation,error_status,target_label_where_recorded,target_label_status,final_decision,effective_source_file,effective_source_sha256,effective_source_url,source_identity_level
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:98,BIA TBW 295: < 47%,,5,126,956,222,1021,0.3620689655172414,0.5164390490642388,-0.1214919854185199,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",BIA TBW 295: < 47%,Kafri 2013,2,1,11,7,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,126,956,222,1021,0.3620689655172414,0.5164390490642388,-0.12149198541851991,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:98,BIA TBW 295: < 47%,,5,126,956,222,1021,0.3620689655172414,0.5164390490642388,-0.1214919854185199,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",BIA TBW 295: < 47%,Powers 2012,5,1,12,4,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,126,956,222,1021,0.3620689655172414,0.5164390490642388,-0.12149198541851991,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:98,BIA TBW 295: < 47%,,5,126,956,222,1021,0.3620689655172414,0.5164390490642388,-0.1214919854185199,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",BIA TBW 295: < 47%,Stookey 2005,31,914,39,962,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,126,956,222,1021,0.3620689655172414,0.5164390490642388,-0.12149198541851991,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:99,BIA TBW 295: < 49%,,5,166,1160,182,817,0.4770114942528735,0.4132524026302479,-0.1097361031168786,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",BIA TBW 295: < 49%,Culp 2003,107,23,138,40,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,166,1160,182,817,0.47701149425287354,0.4132524026302479,-0.10973610311687865,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:99,BIA TBW 295: < 49%,,5,166,1160,182,817,0.4770114942528735,0.4132524026302479,-0.1097361031168786,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",BIA TBW 295: < 49%,Gaspar 2011a,3,23,0,2,corrected,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,166,1160,182,817,0.47701149425287354,0.4132524026302479,-0.10973610311687865,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,corrected,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:99,BIA TBW 295: < 49%,,5,166,1160,182,817,0.4770114942528735,0.4132524026302479,-0.1097361031168786,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",BIA TBW 295: < 49%,Kafri 2013,7,1,6,7,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,166,1160,182,817,0.47701149425287354,0.4132524026302479,-0.10973610311687865,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:99,BIA TBW 295: < 49%,,5,166,1160,182,817,0.4770114942528735,0.4132524026302479,-0.1097361031168786,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",BIA TBW 295: < 49%,Powers 2012,6,1,11,4,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,166,1160,182,817,0.47701149425287354,0.4132524026302479,-0.10973610311687865,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:99,BIA TBW 295: < 49%,,5,166,1160,182,817,0.4770114942528735,0.4132524026302479,-0.1097361031168786,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",BIA TBW 295: < 49%,Stookey 2005,43,1112,27,764,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,166,1160,182,817,0.47701149425287354,0.4132524026302479,-0.10973610311687865,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:113,Dry mouth 295: any,,8,118,58,301,146,0.2816229116945107,0.7156862745098039,-0.0026908137956853,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Dry mouth 295: any,Chassagne 2006,65,6,174,43,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,118,58,301,146,0.28162291169451076,0.7156862745098039,-0.002690813795685365,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:113,Dry mouth 295: any,,8,118,58,301,146,0.2816229116945107,0.7156862745098039,-0.0026908137956853,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Dry mouth 295: any,Kajii 2006,1,24,6,40,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,118,58,301,146,0.28162291169451076,0.7156862745098039,-0.002690813795685365,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:113,Dry mouth 295: any,,8,118,58,301,146,0.2816229116945107,0.7156862745098039,-0.0026908137956853,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Dry mouth 295: any,McGarvey 2010,3,3,0,5,corrected,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,118,58,301,146,0.28162291169451076,0.7156862745098039,-0.002690813795685365,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,corrected,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:113,Dry mouth 295: any,,8,118,58,301,146,0.2816229116945107,0.7156862745098039,-0.0026908137956853,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Dry mouth 295: any,Rowat 2011,9,2,5,2,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,118,58,301,146,0.28162291169451076,0.7156862745098039,-0.002690813795685365,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:113,Dry mouth 295: any,,8,118,58,301,146,0.2816229116945107,0.7156862745098039,-0.0026908137956853,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Dry mouth 295: any,Shimizu 2012,5,7,4,11,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,118,58,301,146,0.28162291169451076,0.7156862745098039,-0.002690813795685365,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:113,Dry mouth 295: any,,8,118,58,301,146,0.2816229116945107,0.7156862745098039,-0.0026908137956853,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Dry mouth 295: any,Sjöstrand ED 2013,11,1,15,4,corrected,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,118,58,301,146,0.28162291169451076,0.7156862745098039,-0.002690813795685365,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,corrected,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:113,Dry mouth 295: any,,8,118,58,301,146,0.2816229116945107,0.7156862745098039,-0.0026908137956853,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Dry mouth 295: any,Sjöstrand Healthy 2013,4,2,6,1,corrected,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,118,58,301,146,0.28162291169451076,0.7156862745098039,-0.002690813795685365,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,corrected,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:113,Dry mouth 295: any,,8,118,58,301,146,0.2816229116945107,0.7156862745098039,-0.0026908137956853,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Dry mouth 295: any,Source Study 2000,20,13,91,40,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,118,58,301,146,0.28162291169451076,0.7156862745098039,-0.002690813795685365,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:118,Thirsty 295: any degree,,6,32,40,127,101,0.2012578616352201,0.7163120567375887,-0.0824300816271912,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Thirsty 295: any degree,Kajii 2006,2,24,5,40,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,32,40,127,101,0.20125786163522014,0.7163120567375887,-0.08243008162719123,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:118,Thirsty 295: any degree,,6,32,40,127,101,0.2012578616352201,0.7163120567375887,-0.0824300816271912,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Thirsty 295: any degree,Mack 1994,1,6,1,2,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,32,40,127,101,0.20125786163522014,0.7163120567375887,-0.08243008162719123,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:118,Thirsty 295: any degree,,6,32,40,127,101,0.2012578616352201,0.7163120567375887,-0.0824300816271912,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Thirsty 295: any degree,McGarvey 2010,1,2,2,6,corrected,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,32,40,127,101,0.20125786163522014,0.7163120567375887,-0.08243008162719123,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,corrected,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:118,Thirsty 295: any degree,,6,32,40,127,101,0.2012578616352201,0.7163120567375887,-0.0824300816271912,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Thirsty 295: any degree,Sjöstrand ED 2013,11,1,15,4,corrected,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,32,40,127,101,0.20125786163522014,0.7163120567375887,-0.08243008162719123,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,corrected,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:118,Thirsty 295: any degree,,6,32,40,127,101,0.2012578616352201,0.7163120567375887,-0.0824300816271912,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Thirsty 295: any degree,Sjöstrand Healthy 2013,5,2,5,1,corrected,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,32,40,127,101,0.20125786163522014,0.7163120567375887,-0.08243008162719123,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,corrected,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
Cochrane DTA Reference Dataset,CD009647,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",legacy:CD009647:118,Thirsty 295: any degree,,6,32,40,127,101,0.2012578616352201,0.7163120567375887,-0.0824300816271912,Excluded without flipping. The source-defined test direction yields aggregate Youden J below zero; no parser transformation was applied.,False,"Clinical symptoms, signs and tests for identification of impending and current water-loss dehydration in older people",Thirsty 295: any degree,Source Study 2000,12,5,99,48,ok,,CL145_open_set_20181101,,,,,extracted_secondary,below_chance_orientation,False,,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,32,40,127,101,0.20125786163522014,0.7163120567375887,-0.08243008162719123,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,CL145_open_set_20181101.zip,f921cf6f1a9236c86f89e7c646497639f45e8ff8fcf56008c1b27422829fec4f,,archive_or_package
PMC Open Access,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,pmc open access:PMC12979143:T3:table-3-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,11,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,Overall structured 2 x 2 data,Al Mamari,213,458,146,114,ok,2.0,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,PMC12979143.xml,"Table 3 The contingency table (TP, FP, FN, and TN) of the study entities included in the meta-analysis for predicting live birth.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,external_main,below_chance_orientation,False,canonical,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,group
PMC Open Access,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,pmc open access:PMC12979143:T3:table-3-the-contingency-table-tp-fp-fn-and-tn-of-the-study-entities-included-in-:1:overall,Overall structured 2 x 2 data,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,11,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,Excluded without flipping. Normalized cells reproduce the explicit source table; the source-oriented aggregate remains below chance.,False,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,Overall structured 2 x 2 data,Lu,411,347,23,42,ok,3.0,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,PMC12979143.xml,"Table 3 The contingency table (TP, FP, FN, and TN) of the study entities included in the meta-analysis for predicting live birth.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,external_main,below_chance_orientation,False,canonical,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,4443,7102,1597,1388,0.7355960264900663,0.1634864546525324,-0.1009175188574013,below chance under source-defined positive-test direction,as encoded in the source table; no outcome flip,ok,none documented in locked normalized fields,no parser error recorded in locked author audit,,no separate target-label field in locked normalized data,excluded without automatic flipping,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,https://pmc.ncbi.nlm.nih.gov/articles/PMC12979143/,group
