source,review_id,group_id,studies,zero_cell_study_count,zero_cell_study_fraction,canonical_continuity_correction_rule,sensitivity_continuity_correction_rule,canonical_sensitivity,zero_cell_triggered_sensitivity,absolute_sensitivity_difference,canonical_specificity,zero_cell_triggered_specificity,absolute_specificity_difference,canonical_information_bits_at_20_percent,zero_cell_triggered_information_bits_at_20_percent,absolute_information_bits_at_20_percent_difference,optimizer_converged,optimizer_iterations,optimizer_max_abs_gradient,optimizer_projected_kkt_gradient_log_l00,optimizer_projected_kkt_gradient_l10,optimizer_projected_kkt_gradient_log_l11,optimizer_projected_kkt_gradient_max_abs,optimizer_parameter_log_l00,optimizer_parameter_l10,optimizer_parameter_log_l11,optimizer_tied_solution_log_l00_at_lower_bound,optimizer_tied_solution_log_l11_at_lower_bound,optimizer_selected_log_l00_at_lower_bound,optimizer_selected_log_l11_at_lower_bound,optimizer_hard_bound_atol,optimizer_multistart_count,optimizer_valid_start_count,optimizer_selected_start,optimizer_selected_start_order,optimizer_minimum_recomputed_objective,optimizer_selected_objective_delta_from_minimum,optimizer_objective_gap_to_second_best,optimizer_objective_gap_to_next_distinct_basin,optimizer_valid_objective_range,optimizer_valid_sensitivity_range,optimizer_valid_specificity_range,optimizer_alternative_rounded_claim_changed_across_starts,optimizer_empirical_start_valid,optimizer_empirical_to_selected_objective_delta,optimizer_empirical_to_selected_sensitivity_delta,optimizer_empirical_to_selected_specificity_delta,optimizer_rounded_claim_changed_from_empirical,optimizer_material_objective_path_dependence,optimizer_material_central_path_dependence,optimizer_material_path_dependence,optimizer_path_dependence_class,optimizer_selected_log_l00_distance_to_lower_bound,optimizer_selected_log_l00_in_1e_6_to_1e_4_ambiguity_band,optimizer_selected_log_l11_distance_to_lower_bound,optimizer_selected_log_l11_in_1e_6_to_1e_4_ambiguity_band,optimizer_any_tied_solution_cholesky_diagonal_at_lower_bound
Cochrane DTA Reference Dataset,CD010705,legacy:CD010705:56,6,2,0.3333333333333333,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.666155332742984,0.6814903361113483,0.015335003368364353,0.9834459207530594,0.98593649541761,0.0024905746645506044,0.31988228360777976,0.33779090403135553,0.017908620423575772,True,7,1.7763568403352462e-07,0.0,1.7763568403352462e-07,1.7763568403352462e-07,1.7763568403352462e-07,0.38065520841296707,-0.3070067494007921,0.49080464575974125,False,False,False,False,1e-06,7,7,empirical,0,12.217459714068578,1.7763568394002505e-15,0.0,4.777767739677554,4.777767739677554,0.013689716629026849,0.0016160548610125725,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,8.380655208412968,False,8.490804645759741,False,False
Cochrane DTA Reference Dataset,CD010772,legacy:CD010772:1,13,2,0.15384615384615385,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8885084941307586,0.8930393676726535,0.004530873541894853,0.658553054299075,0.6610518117261184,0.0024987574270434187,0.15118408423275884,0.15552382793931918,0.004339743706560345,True,10,0.0,0.0,0.0,0.0,0.0,-0.39271972058507765,-0.21221304378465008,-0.3246931648221229,False,False,False,False,1e-06,7,7,minus1_plus2_minus1,5,10.569269973159091,0.0,1.7763568394002505e-15,,1.2434497875801753e-13,2.470504689711106e-09,6.608540381591865e-10,False,True,1.7763568394002505e-15,4.734057590383145e-10,1.2222622913782288e-10,False,False,False,False,numerically_equivalent,7.607280279414923,False,7.675306835177877,False,False
Cochrane DTA Reference Dataset,CD010772,legacy:CD010772:7,9,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8741999929040768,0.8790375629424526,0.004837570038375816,0.6762225296942236,0.6802368650686954,0.004014335374471822,0.15142663431992473,0.15674210120886306,0.0053154668889383305,True,6,1.7763568403352462e-07,8.881784152372424e-08,8.881784201676231e-08,1.7763568403352462e-07,1.7763568403352462e-07,-0.8170047490974882,-0.11571642182320185,-0.25257640018288546,False,False,False,False,1e-06,7,7,empirical,0,4.789815946245571,1.7763568394002505e-15,0.0,1.956331376109767,1.956331376109767,0.00020952698282916682,0.00022042267275557137,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,7.182995250902512,False,7.747423599817115,False,False
Cochrane DTA Reference Dataset,CD011134,legacy:CD011134:2,7,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.807049311811851,0.8197830529154027,0.012733741103551632,0.7889868234329308,0.7946849355283271,0.005698112095396279,0.1788987698007898,0.1910300535396781,0.012131283738888304,True,41,8.881784250980039e-08,8.881784250980039e-08,0.0,0.0,8.881784250980039e-08,-1.969543448251526,-1.3978591012216792,-7.454481157423094,False,False,False,False,1e-06,7,7,minus1_plus2_minus1,5,6.144597421641562,1.154237594391816e-09,1.154237594391816e-09,9.079234963849103e-08,1.0497900770900515e-07,5.669865721369405e-08,8.434769227516625e-08,False,True,8.963811204409922e-08,3.1841087877459984e-08,2.3869074494697884e-09,False,False,False,False,tiny_boundary_refinement,6.030456551748474,False,0.5455188425769064,False,False
Cochrane DTA Reference Dataset,CD011134,legacy:CD011134:3,23,1,0.043478260869565216,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.6915400611727838,0.696178358451467,0.004638297278683257,0.8713569297045841,0.8753914259563795,0.004034496251795416,0.1758257376914122,0.18208976231834362,0.00626402462693143,True,10,5.329070521005739e-07,1.776356830474485e-07,-3.552713678205302e-07,-5.329070521005739e-07,5.329070521005739e-07,-0.56654636034479,0.04772689270528448,-0.29973154376445144,False,False,False,False,1e-06,7,7,minus1_minus2_minus1,6,15.188784133982658,5.329070518200751e-15,0.0,17.680439551743213,17.680439551743213,0.027948822084338465,7.871304657802725e-05,True,True,1.7763568394002505e-14,1.2713657904228626e-09,7.910916366427045e-11,False,False,False,False,numerically_equivalent,7.43345363965521,False,7.700268456235548,False,False
Cochrane DTA Reference Dataset,CD011134,legacy:CD011134:4,7,1,0.14285714285714285,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.6654235054406229,0.6701475723113889,0.004724066870765986,0.9468955654059342,0.9548809962680904,0.007985430862156195,0.24682598476758455,0.26280344972822467,0.01597746496064012,True,9,0.0,0.0,0.0,0.0,0.0,-0.232953352029902,-0.2938149275635604,0.1635227497381178,False,False,False,False,1e-06,7,7,zero_zero_zero,2,10.025573457332388,0.0,5.329070518200751e-15,6.594730885948412,6.594730885948412,0.05474732274467087,0.004798199044414808,True,True,1.4210854715202004e-14,6.422911091874539e-10,3.9514580496557983e-10,False,False,False,False,numerically_equivalent,7.767046647970098,False,8.163522749738117,False,False
Cochrane DTA Reference Dataset,CD011420,legacy:CD011420:2,5,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.44152537712065115,0.4434891884097016,0.0019638112890504322,0.9242503960900087,0.9267284115354306,0.0024780154454219216,0.09945225576832867,0.10251468425637572,0.003062428488047053,True,10,0.0,0.0,0.0,0.0,0.0,-0.1559487702735061,-0.7002676206216424,0.0745359277262967,False,False,False,False,1e-06,7,7,one_zero_one,3,6.230972580898296,0.0,0.0,10.6331219680483,10.6331219680483,0.07112309451279042,0.001268566103366453,True,True,2.6645352591003757e-15,8.959049613288528e-10,2.5927260338676206e-11,False,False,False,False,numerically_equivalent,7.844051229726494,False,8.074535927726297,False,False
Cochrane DTA Reference Dataset,CD011431,legacy:CD011431:12,23,6,0.2608695652173913,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.7476781610703783,0.7539990461705559,0.006320885100177587,0.9818391154149432,0.9832097508845945,0.0013706354696513268,0.37616836197608094,0.3849484713763464,0.008780109400265468,True,10,7.10542732189794e-07,0.0,-3.5527136806704924e-07,7.10542732189794e-07,7.10542732189794e-07,-0.21120370594405,-0.0818314897572891,-0.5376443547837395,False,False,False,False,1e-06,7,7,minus1_plus2_minus1,5,22.528070842007274,7.105427357601002e-15,7.105427357601002e-15,7.924324372591286,7.924324372591286,0.0003258038963931398,0.0017631072270595238,True,True,1.1723955140041653e-13,1.730606769001497e-10,3.5250991015089994e-10,False,False,False,False,numerically_equivalent,7.78879629405595,False,7.4623556452162605,False,False
Cochrane DTA Reference Dataset,CD011431,legacy:CD011431:16,10,3,0.3,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8719117982208501,0.8764425881544416,0.0045307899335915724,0.9781999530141198,0.9796412424600077,0.00144128944588795,0.4736888009983173,0.48209543776922803,0.008406636770910747,True,19,8.881784250980039e-08,8.881784197054e-08,8.881784152372424e-08,-8.881784250980039e-08,8.881784250980039e-08,-0.0018382663363603914,-0.5357446193097931,-2.3130711769096863,False,False,False,False,1e-06,7,7,minus1_plus2_minus1,5,7.95717926831942,3.0819791163594346e-13,3.907985046680551e-14,0.0031510988335945456,0.0031510988335945456,0.0004678347546566153,6.456899537043981e-05,True,True,-2.6911806116913795e-13,1.7480262792801682e-09,2.9462798867285755e-10,False,False,False,False,tiny_boundary_refinement,7.99816173366364,False,5.686928823090314,False,False
Cochrane DTA Reference Dataset,CD011431,legacy:CD011431:22,5,1,0.2,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.7995338198398767,0.8034249722546836,0.0038911524148068644,0.9831469741165354,0.9847764617618241,0.0016294876452886964,0.422118400169472,0.43024300549780026,0.00812460532832826,True,22,4.4408921254900194e-08,0.0,-4.4408921008381155e-08,4.4408921254900194e-08,4.4408921254900194e-08,-0.5358155122863413,0.49942562849149713,-2.4138950691304144,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,3.1593402113413944,0.0,2.566835632933362e-13,0.0002974746474322387,0.0002974746474322387,2.6807716696941597e-05,6.182145420430274e-05,True,True,1.7577050925865478e-12,1.0058932575773838e-09,5.178300677144421e-09,False,False,False,False,tiny_boundary_refinement,7.464184487713659,False,5.586104930869586,False,False
Cochrane DTA Reference Dataset,CD011431,legacy:CD011431:29,8,3,0.375,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9323747923956008,0.9366829761635357,0.004308183767934848,0.9893661778811207,0.9901629099731245,0.0007967320920038157,0.572405202726499,0.5803726538505665,0.007967451124067493,True,6,0.0,0.0,0.0,0.0,0.0,0.32288784943390814,0.018247747306043755,-0.8048927613578686,False,False,False,False,1e-06,7,7,empirical,0,10.629482113516078,1.7763568394002505e-15,1.7763568394002505e-15,0.6440014011658572,0.6440014011658572,0.0010093750692448111,0.0010917450653284977,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,8.322887849433908,False,7.195107238642131,False,False
Cochrane DTA Reference Dataset,CD011431,legacy:CD011431:6,11,1,0.09090909090909091,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.7673650736613267,0.7716188228868328,0.004253749225506143,0.9809252680406938,0.9823260234296246,0.0014007553889308078,0.38931171474745824,0.3966020624081923,0.007290347660734053,True,13,1.776356830474485e-07,8.881784250980039e-08,-1.776356830474485e-07,8.881784201676231e-08,1.776356830474485e-07,-1.1684650771842993,-0.5834410815947927,-0.22095526768028703,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,6.733050931472867,4.440892098500626e-15,4.440892098500626e-15,0.6954715631742872,0.6954715631742872,0.005683456619504645,0.0006688816826651012,True,True,1.2434497875801753e-14,5.056027818639564e-10,2.067049864606929e-10,False,False,False,False,numerically_equivalent,6.831534922815701,False,7.779044732319713,False,False
Cochrane DTA Reference Dataset,CD011975,legacy:CD011975:37,5,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.5464064129237599,0.5476214081157034,0.0012149951919434576,0.9494624465317107,0.9501909913928237,0.0007285448611129564,0.17942112691953926,0.1811078315446022,0.0016867046250629292,True,22,1.2256862266352453e-05,0.0,0.0,0.0,0.0,-1.120207571046262,9.167478578291262e-05,-8.0,False,True,False,True,1e-06,7,7,minus2_zero_minus2,1,-6.022267501248254,2.6645352591003757e-15,2.6645352591003757e-15,,9.85878045867139e-13,3.0595740385663817e-09,3.9335978918586534e-11,False,True,-2.6645352591003757e-15,1.3914425167627087e-12,3.1753488727304102e-12,False,False,False,False,numerically_equivalent,6.879792428953738,False,0.0,False,True
Cochrane DTA Reference Dataset,CD011975,legacy:CD011975:39,7,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.4178171255921534,0.41557495816716733,0.0022421674249860635,0.9497218108446117,0.9503037358370682,0.0005819249924564618,0.11399983308445161,0.11360908901491124,0.0003907440695403719,True,18,2.078337514729329e-05,-1.7763568501960078e-07,0.0,0.0,1.7763568501960078e-07,-2.114218013392159,0.0011818315593889101,-8.0,False,True,False,True,1e-06,7,7,empirical,0,-10.8608871620433,1.5987211554602254e-14,1.0658141036401503e-14,0.09882543491469775,0.09882543491469775,0.007369179860943653,4.293696586277207e-06,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,5.8857819866078405,False,0.0,False,True
Cochrane DTA Reference Dataset,CD011975,legacy:CD011975:55,17,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.6775867432993596,0.6804240073478898,0.0028372640485301304,0.949872455582919,0.9500300374064434,0.00015758182352443306,0.25945139815385465,0.2615837782090582,0.0021323800552035532,True,29,0.00019753088174179605,0.0,0.0,0.0,0.0,-8.0,1.0293003859228382e-06,-8.0,True,True,True,True,1e-06,7,7,minus2_zero_minus2,1,-37.8246456607373,7.105427357601002e-15,7.105427357601002e-15,,1.4210854715202004e-14,1.6653345369377348e-15,1.1435297153639112e-14,False,True,0.0,1.3322676295501878e-15,1.021405182655144e-14,False,False,False,False,numerically_equivalent,0.0,False,0.0,False,True
Cochrane DTA Reference Dataset,CD012165,legacy:CD012165:12,8,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.756499801891888,0.7656766165770826,0.0091768146851946,0.7222282219607791,0.7316233066980613,0.009395084737282233,0.11125453088117912,0.12060160676406764,0.009347075882888523,True,15,8.881784250980039e-08,8.881784250980039e-08,-8.881784201676231e-08,0.0,8.881784250980039e-08,-1.4534296733503238,-0.0768325049513194,-1.0200385457848613,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,1.917755209435505,1.4210854715202004e-14,3.552713678800501e-15,0.06222279592748059,0.12145364584604401,0.0035536452743045732,0.0024788844478649263,True,True,6.217248937900877e-15,6.396011498210896e-10,2.4554298594381407e-09,False,False,False,False,numerically_equivalent,6.546570326649676,False,6.979961454215139,False,False
Cochrane DTA Reference Dataset,CD012165,legacy:CD012165:26,8,4,0.5,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8867562101576616,0.8970219232359382,0.010265713078276617,0.7691188942925755,0.7754634140815049,0.006344519788929359,0.21881674870134996,0.23151297583379202,0.012696227132442062,True,31,5.329070550588023e-07,1.776356830474485e-07,1.7763568403352462e-07,0.0,1.7763568403352462e-07,0.574072406266449,0.15329128240235534,-8.0,False,True,False,True,1e-06,7,7,one_zero_one,3,13.15235256834297,0.0,1.7763568394002505e-15,,4.942286579989741e-10,1.1438594516022249e-08,4.868523362233645e-10,False,True,1.9539925233402755e-14,4.928489838462724e-10,1.4934309344738494e-10,False,False,False,False,numerically_equivalent,8.574072406266449,False,0.0,False,True
Modern Cochrane data package,CD014911,modern:CD014911:1,63,22,0.3492063492063492,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9501287426659857,0.9534078849276852,0.0032791422616995636,0.9606399807451419,0.9636946593837641,0.003054678638622188,0.5142718772188771,0.5252481931127102,0.010976315893833077,True,20,1.4210854801568062e-06,1.421085472268197e-06,1.4210854801568062e-06,1.4210854712821208e-06,1.4210854801568062e-06,0.2458930397839076,1.0618454174218919,-0.03738661438595635,False,False,False,False,1e-06,7,7,minus1_minus2_minus1,6,107.23598920378342,9.947598300641403e-14,2.842170943040401e-14,1242.6020480904072,1242.6020480904072,0.07806940239021487,0.0007252117606427744,True,True,1.4210854715202004e-14,3.806530646244255e-10,8.933529471732982e-10,False,False,False,False,numerically_equivalent,8.245893039783908,False,7.962613385614044,False,False
Modern Cochrane data package,CD014911,modern:CD014911:2,54,25,0.46296296296296297,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9693207038082611,0.971582746923196,0.002262043114934942,0.9716227951309082,0.9736546731988025,0.0020318780678942883,0.5653400227581658,0.5738118760121822,0.008471853254016448,True,10,0.0,0.0,0.0,0.0,0.0,0.038123483275803435,0.7701028149087162,-0.2942952081424266,False,False,False,False,1e-06,7,7,minus1_minus2_minus1,6,81.14714985959519,7.105427357601002e-14,7.105427357601002e-14,146.49479262746382,146.49479262746382,0.029793960108998707,0.000479999899653194,True,True,0.0,3.101507939362591e-11,3.9196834666910263e-10,False,False,False,False,numerically_equivalent,8.038123483275804,False,7.705704791857573,False,False
Modern Cochrane data package,CD014911,modern:CD014911:3,28,6,0.21428571428571427,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8565707140242227,0.8641302835444055,0.007559569520182774,0.9367308508485594,0.9410728890771363,0.004342038228576817,0.37281482884696204,0.38690790442023937,0.014093075573277325,True,10,7.105427361340985e-07,7.105427361340985e-07,0.0,0.0,7.105427361340985e-07,-0.28005603016747843,0.5512931905785614,0.12869311839792744,False,False,False,False,1e-06,7,7,zero_zero_zero,2,42.90354598976599,0.0,0.0,29.873576739171185,29.873576739171185,0.026051544567587515,0.0009278378470429782,True,True,9.947598300641403e-14,2.5752296961556453e-09,5.441023187557903e-10,False,False,False,False,numerically_equivalent,7.719943969832522,False,8.128693118397928,False,False
Modern Cochrane data package,CD014911,modern:CD014911:4,11,3,0.2727272727272727,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9552951580193633,0.9565567488126078,0.0012615907932445047,0.9698666957141419,0.971611706273434,0.001745010559292104,0.5425009247127,0.5485331481228589,0.006032223410158966,True,10,3.5527136806704924e-07,-3.5527136806704924e-07,-3.55271366094897e-07,-3.55271366094897e-07,3.5527136806704924e-07,0.12508872318226633,0.6164825808075637,0.5735067248207442,False,False,False,False,1e-06,7,7,empirical,0,21.275695196757496,1.0658141036401503e-14,1.0658141036401503e-14,56.26837378872165,56.26837378872165,0.013320697576536755,9.021841901890593e-05,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,8.125088723182266,False,8.573506724820744,False,False
Modern Cochrane data package,CD015089,modern:CD015089:1,12,4,0.3333333333333333,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8991013391851185,0.9106257113796518,0.011524372194533283,0.8455720485173666,0.8499340658126624,0.004362017295295839,0.2943460583962322,0.30905707652019904,0.014711018123966857,True,12,0.0,0.0,0.0,0.0,0.0,0.4075622870706824,-0.061648054412351924,0.1486313733871408,False,False,False,False,1e-06,7,7,minus1_minus2_minus1,6,21.287468122146453,1.7763568394002505e-14,3.552713678800501e-15,,6.394884621840902e-14,3.6577649797919776e-09,9.332324912847412e-10,False,True,-7.105427357601002e-15,3.476597898455225e-10,3.0914004689464036e-10,False,False,False,False,numerically_equivalent,8.407562287070682,False,8.148631373387142,False,False
Modern Cochrane data package,CD015089,modern:CD015089:3,5,2,0.4,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9206801978209748,0.93153117695591,0.010850979134935268,0.7104997863464472,0.7153629992733148,0.004863212926867644,0.20499912228570538,0.21717052019312427,0.01217139790741889,True,29,6.217248975686026e-07,-1.7763568403352462e-07,-8.881784250980039e-08,0.0,1.7763568403352462e-07,0.42938666327696756,1.4458135687777607,-8.0,False,True,False,True,1e-06,7,7,minus2_zero_minus2,1,6.300102454733539,3.4638958368304884e-14,1.7763568394002505e-15,8.197410483745671e-08,8.197410483745671e-08,6.122083218151886e-08,1.1338753047596128e-07,False,True,-3.2862601528904634e-14,1.807276550636061e-09,1.163322882469231e-09,False,False,False,False,numerically_equivalent,8.429386663276967,False,0.0,False,True
Modern Cochrane data package,CD015089,modern:CD015089:5,9,3,0.3333333333333333,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.65422343553717,0.6566672214002722,0.0024437858631022324,0.8840774789545278,0.8892068615490993,0.005129382594571519,0.16658730345498574,0.17267158415942546,0.006084280704439726,True,11,0.0,0.0,0.0,0.0,0.0,0.338796935370008,-0.16135761418198527,0.41586372808565486,False,False,False,False,1e-06,7,7,minus1_minus2_minus1,6,18.664146660249862,2.1316282072803006e-14,3.552713678800501e-15,27.358352965588935,27.358352965588935,0.03377269199454613,0.00025755235961499867,True,True,-1.7763568394002505e-14,1.3506938900675891e-09,6.479907721512745e-10,False,False,False,False,numerically_equivalent,8.338796935370008,False,8.415863728085656,False,False
Modern Cochrane data package,CD015089,modern:CD015089:7,9,4,0.4444444444444444,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.560737803321923,0.5627314267583626,0.0019936234364396066,0.9711530345652726,0.9758388500518457,0.004685815486573097,0.22286924082513943,0.23347056449139103,0.010601323666251605,True,10,0.0,0.0,0.0,0.0,0.0,-0.04344271236666013,0.0621988318376871,-0.19440225832121097,False,False,False,False,1e-06,7,7,minus1_plus2_minus1,5,11.482081230907323,3.552713678800501e-15,3.552713678800501e-15,29.475604795275085,29.475604795275085,0.0753463049658949,0.00030767501547812603,True,True,5.329070518200751e-15,1.776577773782151e-10,1.948630146131336e-11,False,False,False,False,numerically_equivalent,7.9565572876333395,False,7.805597741678789,False,False
Modern Cochrane data package,CD015089,modern:CD015089:8,10,4,0.4,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.1935737406082456,0.18513951908832443,0.008434221519921153,0.9729359352207364,0.9776968935125936,0.004760958291857187,0.0435605086733063,0.0451510711538069,0.0015905624805006013,True,29,5.329070550588023e-07,0.0,0.0,0.0,0.0,0.08103583038913388,-0.4510641723463499,-8.0,False,True,False,True,1e-06,7,7,minus1_plus2_minus1,5,12.339866415586574,0.0,1.7763568394002505e-15,,1.9539925233402755e-14,3.766642636682249e-09,3.6875014153281427e-10,False,True,3.552713678800501e-15,1.0244628201316885e-09,3.404432291631565e-11,False,False,False,False,numerically_equivalent,8.081035830389133,False,0.0,False,True
OSF,OSF:4ag3v,osf:4ag3v:6467403361c93f13520d5db3:data-extraction:1:overall,5,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.7364083492032678,0.7483627872456565,0.011954438042388715,0.8615313131138356,0.8705184856025205,0.008987172488684969,0.19320452277959455,0.20881668760485733,0.015612164825262786,True,35,4.4408921254900194e-08,-4.4408921254900194e-08,-4.440892076186212e-08,0.0,4.4408921254900194e-08,-1.3246190856587161,0.6845758769020369,-8.0,False,True,False,True,1e-06,7,7,zero_zero_zero,2,2.6361373836116266,3.1086244689504383e-15,3.1086244689504383e-15,3.474971688177675e-08,3.474971688177675e-08,2.3776262736419085e-07,3.570602384872501e-07,False,True,-3.1086244689504383e-15,1.1115740550238229e-09,3.064071218972231e-10,False,False,False,False,numerically_equivalent,6.675380914341284,False,0.0,False,True
OSF,OSF:9kdc2,osf:9kdc2:6a5a976d17e419e789d14549:6a5a976d17e419e789d14549-file-s7-de-identified-dataset-csv:1:overall,30,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9504128867980672,0.9516773747077615,0.0012644879096942452,0.979057579066971,0.9798703556432699,0.000812776576298857,0.5611042737225682,0.565041068028058,0.003936794305489766,True,26,1.0658141101176046e-06,-3.5527136788216e-07,-1.0658141101176046e-06,-1.065814098284691e-06,1.0658141101176046e-06,0.003430923162057527,1.1552234856576324,-0.504185708618659,False,False,False,False,1e-06,7,6,minus1_plus2_minus1,5,24.437612890418094,1.1723955140041653e-13,1.7763568394002505e-14,,1.8829382497642655e-13,2.9481339591796996e-10,1.1620082673857723e-10,False,True,-9.947598300641403e-14,2.74933520394427e-10,2.347455563267431e-11,False,False,False,False,numerically_equivalent,8.003430923162057,False,7.4958142913813415,False,False
OSF,OSF:agkq5,osf:agkq5:6a4477d97a3bb418825dd6b1:6a4477d97a3bb418825dd6b1-egc-dta-0630-csv:1:overall,34,2,0.058823529411764705,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9147709850388525,0.9180802709087281,0.0033092858698756666,0.9116957646268576,0.9143639797428262,0.0026682151159685974,0.38823501904901986,0.3954605587772666,0.007225539728246744,True,22,7.10542732189794e-07,0.0,7.10542732189794e-07,0.0,7.10542732189794e-07,-0.04417961416698116,0.5059111298979418,0.1970509285335401,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,48.37647925192721,3.552713678800501e-14,2.1316282072803006e-14,312.0580760619838,312.0580760619838,0.03401598230484704,0.0008807196219422497,True,True,7.602807272633072e-13,5.596061392054708e-10,1.6393060242592128e-09,False,False,False,False,numerically_equivalent,7.955820385833019,False,8.19705092853354,False,False
OSF,OSF:c82d3,osf:c82d3:643e8e6d1aa445375fa430fc:643e8e6d1aa445375fa430fc-raw-data-for-metadta-csv:1:overall,21,0,0.0,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.8243042196127878,0.8299356563594722,0.005631436746684426,0.6867621728511568,0.6881873283343843,0.0014251554832275248,0.12765977371451756,0.131493251371484,0.0038334776569664275,True,8,5.329070521005739e-07,-3.55271366094897e-07,3.55271366094897e-07,-5.329070521005739e-07,5.329070521005739e-07,-0.6551614301755588,-0.603523058877259,-0.2862366712580876,False,False,False,False,1e-06,7,7,zero_zero_zero,2,9.906453660353494,1.7763568394002505e-15,1.7763568394002505e-15,38.628058104481944,38.628058104481944,0.06601124405690784,0.0006846190849398859,True,True,6.391331908162101e-12,2.8263805740280645e-09,2.7735768126646576e-09,False,False,False,False,numerically_equivalent,7.344838569824441,False,7.713763328741912,False,False
OSF,OSF:ktp7h,osf:ktp7h:6a442f83a77d8f68d5932e47:6a442f83a77d8f68d5932e47-stat6-sft-2x2-dataset-csv:1:overall,23,16,0.6956521739130435,0.5 added to every cell of every study,0.5 added to all four cells only for studies containing any zero; zero-free studies uncorrected,0.9615677418889742,0.9647612761074226,0.0031935342184483684,0.9766784055224675,0.9771741473117316,0.000495741789264037,0.5685591547196307,0.57417053625508,0.005611381535449267,True,16,3.55271366094897e-07,0.0,3.55271366094897e-07,0.0,3.55271366094897e-07,-0.269740668855805,0.6558198488351583,-0.46507480130287937,False,False,False,False,1e-06,7,7,empirical,0,30.303259619880073,6.394884621840902e-14,1.0658141036401503e-14,2.311091208648861,2.311091208648861,0.005537769655272751,0.0020593833997432087,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,7.730259331144195,False,7.53492519869712,False,False
