source,review_id,group_id,study_rows,zero_cell_study_fraction,optimizer_iterations,optimizer_max_abs_gradient,optimizer_projected_kkt_gradient_log_l00,optimizer_projected_kkt_gradient_l10,optimizer_projected_kkt_gradient_log_l11,optimizer_projected_kkt_gradient_max_abs,between_logit_sensitivity_variance,between_logit_specificity_variance,between_logit_covariance,between_logit_correlation,mean_logit_sensitivity_variance,mean_logit_specificity_variance,mean_logit_covariance,optimizer_parameter_log_l00,optimizer_parameter_l10,optimizer_parameter_log_l11,optimizer_tied_solution_log_l00_at_lower_bound,optimizer_tied_solution_log_l11_at_lower_bound,optimizer_selected_log_l00_at_lower_bound,optimizer_selected_log_l11_at_lower_bound,optimizer_hard_bound_atol,optimizer_multistart_count,optimizer_valid_start_count,optimizer_selected_start,optimizer_selected_start_order,optimizer_minimum_recomputed_objective,optimizer_selected_objective_delta_from_minimum,optimizer_objective_tie_tolerance,optimizer_objective_gap_to_second_best,optimizer_objective_gap_to_next_distinct_basin,optimizer_valid_objective_range,optimizer_valid_sensitivity_range,optimizer_valid_specificity_range,optimizer_alternative_rounded_claim_changed_across_starts,optimizer_empirical_start_valid,optimizer_empirical_to_selected_objective_delta,optimizer_empirical_to_selected_sensitivity_delta,optimizer_empirical_to_selected_specificity_delta,optimizer_rounded_claim_changed_from_empirical,optimizer_material_objective_path_dependence,optimizer_material_central_path_dependence,optimizer_material_path_dependence,optimizer_path_dependence_class,optimizer_selected_log_l00_distance_to_lower_bound,optimizer_selected_log_l00_in_1e_6_to_1e_4_ambiguity_band,optimizer_selected_log_l11_distance_to_lower_bound,optimizer_selected_log_l11_in_1e_6_to_1e_4_ambiguity_band,between_covariance_min_eigenvalue,between_covariance_max_eigenvalue,near_singular_between_covariance,absolute_between_correlation_at_least_0_99,optimizer_gradient_above_1e_4,optimizer_projected_kkt_gradient_above_1e_4,optimizer_any_tied_solution_cholesky_diagonal_at_lower_bound,optimizer_any_selected_endpoint_cholesky_diagonal_at_lower_bound,old_diagnostic_flag,hard_bound_missed_by_old_flags,diagnostic_flag
Cochrane DTA Reference Dataset,CD011431,legacy:CD011431:29,8,0.375,9,1.776356830474485e-07,0.0,0.0,-1.776356830474485e-07,1.776356830474485e-07,1.7891341423280767,0.21929001323730654,0.08904890963882153,0.14216664921353303,0.2796879220393534,0.07114582438047967,0.010931553224637874,0.2908658917264592,0.06657438364244338,-0.7688892819928687,False,False,False,False,1e-06,7,7,zero_zero_zero,2,10.192130231342233,3.552713678800501e-15,1.0192130231342233e-07,0.0,,3.552713678800501e-14,1.9215967705932258e-09,1.992944698159249e-10,False,True,-3.552713678800501e-15,5.967226712755291e-12,7.929612522161733e-11,False,False,False,False,numerically_equivalent,8.29086589172646,False,7.231110718007131,False,0.21425489177951795,1.794169263785865,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD011431,legacy:CD011431:6,11,0.09090909090909091,17,8.881784250980039e-08,-8.881784250980039e-08,8.881784201676231e-08,-8.881784201676231e-08,8.881784250980039e-08,0.09695794969409752,0.9012273914113159,-0.1512402530370935,-0.5116329337979117,0.017820179945958532,0.10561874438315345,-0.013411809167400299,-1.1667389513894595,-0.48570847755086466,-0.20374758395805842,False,False,False,False,1e-06,7,7,zero_zero_zero,2,5.9153595107479156,6.217248937900877e-15,5.915359510747916e-08,8.881784197001252e-16,1.005691644695224,1.005691644695224,0.00722449986824214,0.0006600931342528593,True,True,1.4210854715202004e-14,5.321751928022422e-10,2.2152979450851262e-10,False,False,False,False,numerically_equivalent,6.833261048610541,False,7.796252416041941,False,0.06945800265595098,0.9287273384494625,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD011975,legacy:CD011975:37,5,0.0,27,1.2789769321411256e-05,1.7763568501960078e-07,1.7763568394108e-07,0.0,1.7763568501960078e-07,0.10134693684772544,3.4047814521519667e-06,0.0005776323013527998,0.9833350907396966,0.03990185128766408,0.006645689103543286,0.00013356626372951587,-1.1446028150231449,0.0018144548154838984,-8.0,False,True,False,True,1e-06,7,7,minus2_zero_minus2,1,-6.168252490643168,1.7763568394002505e-15,6.168252490643168e-08,0.0,,1.9539925233402755e-14,5.736315866755604e-10,1.0479861423107195e-10,False,True,-1.7763568394002505e-15,1.0335832190122574e-10,2.326583370404478e-12,False,False,False,False,numerically_equivalent,6.855397184976855,False,0.0,False,1.125315191377596e-07,0.10135022909765845,False,False,False,False,True,True,False,True,True
Cochrane DTA Reference Dataset,CD011975,legacy:CD011975:39,7,0.0,27,2.096101083231289e-05,0.0,-1.7763568394011703e-07,0.0,1.7763568394011703e-07,0.012094287016004202,1.3038184989390552e-07,-1.4691589833764434e-05,-0.36997305035974404,0.011919498250950228,0.00384991455193555,-2.662847983298457e-06,-2.2075110426569045,-0.0001335914487332419,-8.0,False,True,False,True,1e-06,7,7,minus1_plus2_minus1,5,-11.237252198147909,2.6645352591003757e-14,1.1237252198147909e-07,1.7763568394002505e-15,0.07417888419149854,0.07417888419149854,0.006163600327579899,4.7235391331668097e-07,True,True,-2.4868995751603507e-14,3.5345276705456286e-09,7.32558458338417e-12,False,False,False,False,numerically_equivalent,5.792488957343096,False,0.0,False,1.1253500865806426e-07,0.012094304862845438,False,False,False,False,True,True,False,True,True
Cochrane DTA Reference Dataset,CD011975,legacy:CD011975:55,17,0.0,25,0.00019753088174179605,0.0,0.0,0.0,0.0,1.1253517471925913e-07,1.1253529260968808e-07,-1.1518168266043927e-10,-0.0010235166259473182,0.004414108439814522,0.0004303463018919769,-9.098100523868339e-12,-8.0,-3.4335175688754217e-07,-8.0,True,True,True,True,1e-06,7,7,minus2_zero_minus2,1,-38.279581857843986,2.1316282072803006e-14,3.827958185784399e-07,2.1316282072803006e-14,,3.552713678800501e-14,7.360778653264788e-14,1.220135104063047e-13,False,True,0.0,3.552713678800501e-15,5.773159728050814e-15,False,False,False,False,numerically_equivalent,0.0,False,0.0,False,1.1242005196673029e-07,1.126504153622169e-07,False,False,True,False,True,True,True,False,True
Cochrane DTA Reference Dataset,CD012165,legacy:CD012165:12,8,0.0,17,1.7763568501960078e-07,-1.7763568501960078e-07,8.881784195513255e-08,-1.7763568501960078e-07,1.7763568501960078e-07,0.04236074897763734,0.10472670419486381,-0.012045129516038823,-0.18084268268353523,0.03097962736151937,0.03971160097840755,-0.001588831178137198,-1.580766538578951,-0.05852341480697928,-1.1448259733519441,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,0.9714771538597748,0.0,1e-08,1.865174681370263e-14,0.04766578570880586,0.08354282157800785,0.0025623187181263996,0.0017457917415146795,True,True,1.865174681370263e-14,1.277042360747771e-09,2.297717349719619e-09,False,False,False,False,numerically_equivalent,6.419233461421049,False,6.855174026648056,False,0.040115247147343644,0.10697220602515752,False,False,False,False,False,False,False,False,False
Cochrane DTA Reference Dataset,CD012165,legacy:CD012165:26,8,0.5,14,7.105427400784031e-07,0.0,0.0,0.0,0.0,2.834517611846353,0.024967192133514015,0.26602561312374134,0.9999977463364537,0.46166669008162126,0.04015409804420025,0.03492762392710614,0.5209358840751181,0.15800974526382636,-8.0,False,True,False,True,1e-06,7,7,lower_zero_lower,4,12.672894603764076,1.7763568394002505e-15,1.2672894603764078e-07,1.7763568394002505e-15,,8.420199648639937e-09,5.763216519572012e-07,1.60009735461486e-08,False,True,-1.7763568394002505e-15,2.5384006008266624e-10,1.0921363813309881e-10,False,False,False,False,numerically_equivalent,8.520935884075119,False,0.0,False,1.1155259405093432e-07,2.859484692427273,False,True,False,False,True,True,True,False,True
Modern Cochrane data package,CD014911,modern:CD014911:1,63,0.3492063492063492,27,0.0,0.0,0.0,0.0,0.0,1.592196517818869,1.9706821071711076,1.3273525773571708,0.7493413110673008,0.03194523901153712,0.037905998073791,0.021702121922830653,0.23255726032249785,1.0519327167480763,-0.07302200837619853,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,104.08800674548382,5.684341886080802e-14,1.0408800674548383e-06,2.842170943040401e-14,1243.878761214857,1243.878761214857,0.07480163216135272,0.000497120061933698,True,True,-2.842170943040401e-14,1.0500778024891133e-10,1.2241252456135499e-10,False,False,False,False,numerically_equivalent,8.232557260322498,False,7.926977991623802,False,0.4406642754535195,3.122214349536457,False,False,False,False,False,False,False,False,False
Modern Cochrane data package,CD014911,modern:CD014911:2,54,0.46296296296296297,8,1.4210854712821208e-06,-1.4210854712821208e-06,-1.421085464379588e-06,0.0,1.4210854712821208e-06,1.0835689524342624,1.1242896345806332,0.8052371648123589,0.7295523006817269,0.03032477863804582,0.028921996107045968,0.015952643449851752,0.0401300892898642,0.773562725193216,-0.32133127899600067,False,False,False,False,1e-06,7,7,empirical,0,79.52498485508083,4.263256414560601e-14,7.952498485508083e-07,2.842170943040401e-14,147.52326691026167,147.52326691026167,0.028013812209481515,0.00032520626847787337,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,8.040130089289864,False,7.678668721004,False,0.2984347652307733,1.9094238217841224,False,False,False,False,False,False,False,False,False
Modern Cochrane data package,CD014911,modern:CD014911:3,28,0.21428571428571427,12,7.105427361340985e-07,7.105427361340985e-07,-7.10542732189794e-07,0.0,7.105427361340985e-07,0.5038268573102019,1.502870403692166,0.39477324014796006,0.4536764991018232,0.027844099786771423,0.06452007314970389,0.014726807072685236,-0.3427613035080414,0.5561693465436222,0.08846437990804416,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,40.545043523488374,2.1316282072803006e-14,4.0545043523488373e-07,7.105427357601002e-15,13.052390448723486,13.052390448723486,0.02658009147049789,0.0008322679883289164,True,True,-2.1316282072803006e-14,2.2966134549662343e-09,2.7877777863949404e-10,False,False,False,False,numerically_equivalent,7.657238696491959,False,8.088464379908045,False,0.3666635332758902,1.640033727726478,False,False,False,False,False,False,False,False,False
Modern Cochrane data package,CD014911,modern:CD014911:4,11,0.2727272727272727,10,0.0,0.0,0.0,0.0,0.0,1.257137691542778,3.3391947168043665,0.6661037705479884,0.32510945191074714,0.12896271192988354,0.3377409461046458,0.06040295664318905,0.1144187317101713,0.5940875733193328,0.5470099920856608,False,False,False,False,1e-06,7,7,one_zero_one,3,20.924138551997288,1.1368683772161603e-13,2.092413855199729e-07,1.4210854715202004e-14,56.20203783514849,56.20203783514849,0.0127969515957983,7.53939644867474e-05,True,True,-1.4210854715202004e-14,1.7432277843454358e-10,1.5024526067719535e-10,False,False,False,False,numerically_equivalent,8.114418731710172,False,8.54700999208566,False,1.0622719541470862,3.5340604542000587,False,False,False,False,False,False,False,False,False
Modern Cochrane data package,CD015089,modern:CD015089:1,12,0.3333333333333333,8,3.552713678205302e-07,0.0,-3.552713678205302e-07,0.0,3.552713678205302e-07,2.059955303510798,1.2771711272522335,-0.07232867451641972,-0.04459201133403993,0.23658756910059003,0.12456525552658644,-0.0060125297545961884,0.3613421426206219,-0.05039432212949706,0.1213285741281946,False,False,False,False,1e-06,7,7,empirical,0,20.645706455942136,1.7763568394002505e-14,2.0645706455942138e-07,0.0,,4.973799150320701e-14,2.6346860249049087e-09,8.048389732451255e-10,False,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,8.361342142620622,False,8.121328574128194,False,1.2705441155791293,2.066582315183902,False,False,False,False,False,False,False,False,False
Modern Cochrane data package,CD015089,modern:CD015089:3,5,0.4,30,6.217248975686026e-07,8.881784201676231e-08,0.0,0.0,8.881784201676231e-08,2.0287377275317433,1.9142242710362327,1.970649326821949,0.9999999706055404,0.5348718774152992,0.4196383625336244,0.40102980924466736,0.35370689527628907,1.3835548989834332,-8.0,False,True,False,True,1e-06,7,7,empirical,0,5.93859902988085,0.0,5.93859902988085e-08,2.6645352591003757e-15,6.93107586767745,6.93107586767745,0.04720053546841907,0.002506722309436049,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,8.35370689527629,False,0.0,False,5.7901739403121155e-08,3.942961940666237,False,True,False,False,True,True,True,False,True
Modern Cochrane data package,CD015089,modern:CD015089:5,9,0.3333333333333333,10,3.5527136806704924e-07,-3.5527136806704924e-07,0.0,-3.5527136806704924e-07,3.5527136806704924e-07,1.8930587185184005,2.2217976781225657,-0.17614316345635392,-0.08588780326423513,0.2483384757714482,0.29805241831345536,-0.01947729212227155,0.3190969452545679,-0.12802174699142296,0.3954562879317439,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,18.42148168163407,4.618527782440651e-14,1.8421481681634071e-07,0.0,9.374406938934012,9.374406938934012,0.01656074253451978,0.037737836885257225,True,True,-1.0658141036401503e-14,4.039180323545111e-09,2.4266151310570194e-09,False,False,False,False,numerically_equivalent,8.319096945254568,False,8.395456287931744,False,1.8165055137870023,2.298350882853964,False,False,False,False,False,False,False,False,False
Modern Cochrane data package,CD015089,modern:CD015089:7,9,0.4444444444444444,17,1.7763568403352462e-07,-1.776356839102651e-07,-1.7763568403352462e-07,0.0,1.7763568403352462e-07,0.8855137263485068,0.5968965779146084,0.06621167641481882,0.0910725277264775,0.11790373630687336,0.1494943705750681,0.00734123247026114,-0.06079366031942099,0.07036179903871899,-0.2621701052678723,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,11.253320406547676,0.0,1.1253320406547676e-07,0.0,29.458896539881454,29.458896539881454,0.07132681704894117,0.0004647200735908852,True,True,1.0658141036401503e-14,3.390991931695453e-10,3.684182958707538e-10,False,False,False,False,numerically_equivalent,7.939206339680579,False,7.737829894732128,False,0.5824318839590172,0.8999784203040979,False,False,False,False,False,False,False,False,False
Modern Cochrane data package,CD015089,modern:CD015089:8,10,0.4,17,1.7763568501960078e-07,0.0,0.0,0.0,0.0,1.0862603080753677,0.1594217389918717,-0.41614106390589223,-0.9999996470519164,0.14500749048425526,0.07904382377137142,-0.0455677353405093,0.041370443575007826,-0.399276378535842,-8.0,False,True,False,True,1e-06,7,7,lower_zero_lower,4,12.134135256167694,1.7763568394002505e-15,1.2134135256167695e-07,1.7763568394002505e-15,,5.4149428052596704e-08,1.8870150880756498e-07,1.1380605546840172e-07,False,True,2.0250467969162855e-13,3.078686278135123e-09,1.1517232723079474e-09,False,False,False,False,numerically_equivalent,8.041370443575008,False,0.0,False,9.813298951222293e-08,1.2456819489342499,False,True,False,False,True,True,True,False,True
OSF,OSF:4ag3v,osf:4ag3v:6467403361c93f13520d5db3:data-extraction:1:overall,5,0.0,31,4.440892076186212e-08,0.0,4.440892076186212e-08,0.0,4.440892076186212e-08,0.07039743173017246,0.43269443950002073,0.17452956581204415,0.9999998699599857,0.07133983975207907,0.12964679588180036,0.03574374498231464,-1.3267992487945484,0.6577950493617641,-7.9999999986360075,False,True,False,True,1e-06,7,7,empirical,0,2.0322878651801037,3.552713678800501e-15,2.0322878651801038e-08,1.3322676295501878e-15,,5.665246050057249e-12,4.472192205451364e-08,2.7008130176753298e-09,False,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,6.673200751205451,False,1.3639924745234566e-09,False,1.5746999648680315e-08,0.5030918554831936,False,True,False,False,True,True,True,False,True
OSF,OSF:9kdc2,osf:9kdc2:6a5a976d17e419e789d14549:6a5a976d17e419e789d14549-file-s7-de-identified-dataset-csv:1:overall,30,0.0,11,7.105427400784031e-07,7.1054273576432e-07,7.105427400784031e-07,3.55271366094897e-07,7.105427400784031e-07,0.9783509320450332,1.6547190091830402,1.123834438945293,0.8832687735684052,0.03438615568212305,0.05750911785749414,0.03785948968449374,-0.010943423544068383,1.136200575728018,-0.5056205044903672,False,False,False,False,1e-06,7,7,zero_zero_zero,2,23.46177054292627,1.7763568394002505e-14,2.3461770542926272e-07,1.7763568394002505e-14,,2.0961010704922955e-13,1.702540330938973e-10,1.046948083782695e-10,False,True,-1.7763568394002505e-14,2.787903241596723e-11,1.7137735675021304e-11,False,False,False,False,numerically_equivalent,7.989056576455932,False,7.494379495509633,False,0.1429199186901433,2.4901500225379296,False,False,False,False,False,False,False,False,False
OSF,OSF:agkq5,osf:agkq5:6a4477d97a3bb418825dd6b1:6a4477d97a3bb418825dd6b1-egc-dta-0630-csv:1:overall,34,0.058823529411764705,22,0.0,0.0,0.0,0.0,0.0,0.8752941126654712,1.6746090968154907,0.46622241202211273,0.3850874987514594,0.029750111003483026,0.05258817037442504,0.013716302139075678,-0.06659766017130016,0.4983289790633339,0.1775338904763647,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,46.6311212184258,2.1316282072803006e-14,4.66311212184258e-07,0.0,311.88036360685754,311.88036360685754,0.03160854549698644,0.0009138976440004054,True,True,-1.4210854715202004e-14,1.7715029443365893e-10,1.1653555898050172e-10,False,False,False,False,numerically_equivalent,7.9334023398286995,False,8.177533890476365,False,0.6608755113746806,1.8890276981062812,False,False,False,False,False,False,False,False,False
OSF,OSF:c82d3,osf:c82d3:643e8e6d1aa445375fa430fc:643e8e6d1aa445375fa430fc-raw-data-for-metadta-csv:1:overall,21,0.0,11,3.55271366094897e-07,3.55271366094897e-07,1.776356830474485e-07,-1.7763568403352462e-07,3.55271366094897e-07,0.24028147099178762,0.9126951487994792,-0.28404891174722097,-0.606554903029184,0.01626389313390229,0.04491820510370164,-0.013501954120976259,-0.7129721235143945,-0.5794727111350446,-0.2750375129293548,False,False,False,False,1e-06,7,7,minus1_plus2_minus1,5,8.938369964934276,0.0,8.938369964934276e-08,0.0,37.35629440345827,37.35629440345827,0.06071337493531148,0.0005275446799277717,True,True,3.552713678800501e-15,2.0411916601403846e-10,7.33622051996008e-11,False,False,False,False,numerically_equivalent,7.287027876485605,False,7.724962487070645,False,0.1363533047091599,1.016623315082107,False,False,False,False,False,False,False,False,False
OSF,OSF:ktp7h,osf:ktp7h:6a442f83a77d8f68d5932e47:6a442f83a77d8f68d5932e47-stat6-sft-2x2-dataset-csv:1:overall,23,0.6956521739130435,18,3.5527136806704924e-07,0.0,-3.55271366094897e-07,-3.5527136806704924e-07,3.5527136806704924e-07,0.5813674704075943,0.8965319593124776,0.5518283019500295,0.7643560700981404,0.06099221077045955,0.06959145094127854,0.027498009768918065,-0.2711861214369903,0.7237333852426768,-0.49343446573953814,False,False,False,False,1e-06,7,7,empirical,0,30.125532282910576,3.552713678800501e-15,3.0125532282910577e-07,3.552713678800501e-15,12.740275830249281,12.740275830249281,0.0390649935086419,0.0013461290648292268,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,7.72881387856301,False,7.506565534260462,False,0.16506241006952038,1.3128370196505514,False,False,False,False,False,False,False,False,False
OSF,OSF:m9ptk,osf:m9ptk:6a384c9c88243f9242c22cd9:6a384c9c88243f9242c22cd9-mtap-2x2-dataset-locked-csv:1:overall,22,0.6363636363636364,12,7.105427361340985e-07,-3.5527136806704924e-07,-7.105427361340985e-07,-3.552713678205302e-07,7.105427361340985e-07,0.4232254931163054,1.017886742349957,-0.1555055674170582,-0.23692468042796924,0.027383292714166937,0.09270515336981507,-0.0069069052735705625,-0.4299250806598351,-0.23903419451053248,-0.020020838999938204,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,28.71644483663734,4.263256414560601e-14,2.871644483663734e-07,1.7763568394002505e-14,6.404218937868418,9.193700889766678,0.03947978154801379,0.04726702452053633,True,True,2.4868995751603507e-14,1.4412281368336721e-09,2.1267909655620088e-09,False,False,False,False,numerically_equivalent,7.570074919340165,False,7.979979161000061,False,0.3850155362340628,1.0560966992321996,False,False,False,False,False,False,False,False,False
OSF,OSF:r5x76,osf:r5x76:699a18c8cbe4d1bc53c50d58:sheet1:1:overall,12,0.0,23,4.79616349552922e-06,8.881784201676231e-08,-8.881784201676231e-08,0.0,8.881784201676231e-08,0.5237840287017373,0.1315440671677184,0.2624892807502666,0.9999995722528533,0.06412582581867704,0.026727624373302103,0.022930758397698328,-0.3233379192940487,0.3626898876899433,-8.0,False,True,False,True,1e-06,7,7,empirical,0,-0.7588783428243335,1.7763568394002505e-15,1e-08,8.881784197001252e-16,,2.930988785010413e-14,9.56850709776802e-10,8.212538427088134e-10,False,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,7.676662080705952,False,0.0,False,8.994599137723824e-08,0.6553280059234643,False,True,False,False,True,True,True,False,True
OSF,OSF:vjz63,osf:vjz63:69f2aa35a4d19421ff4bd5f5:cvst-per-study-hu-csv:1:overall,8,0.25,25,1.2434497951372053e-06,8.881784152372424e-08,1.776356830474485e-07,0.0,1.776356830474485e-07,0.21206805236322754,0.3305108944742504,0.2647466294608246,0.9999998297557111,0.04680276356287215,0.07609892113474326,0.04595472242603519,-0.7754240270534072,0.5749006713677378,-8.0,False,True,False,True,1e-06,7,7,empirical,0,4.886149614088165,3.552713678800501e-15,4.886149614088165e-08,3.552713678800501e-15,6.141559084450574,6.141559084450574,0.07947784650027812,0.007225185200457784,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,7.224575972946592,False,0.0,False,4.398459874099814e-08,0.5425789028528792,False,True,False,False,True,True,True,False,True
PMC Open Access,PMC:PMC10021667,pmc open access:PMC10021667:pgph.0000358.t002:table-2-summary-diagnostic-accuracy-data-for-included-studies:1:overall,12,0.4166666666666667,14,0.0,0.0,0.0,0.0,0.0,0.8893663769023524,1.2939523852964898,0.11845202533589684,0.1104187915430792,0.08411810350902332,0.17006701511363823,0.009794937782756516,-0.05862300293377537,0.1256036145707041,0.12271707671369762,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,17.318685321115794,7.105427357601002e-15,1.7318685321115795e-07,0.0,12.27746456902392,12.27746456902392,0.004559616631222285,0.011436007793704905,True,True,-3.552713678800501e-15,7.194440598823348e-10,1.0736922462228904e-10,False,False,False,False,numerically_equivalent,7.941376997066224,False,8.122717076713698,False,0.8572380897173215,1.3260806724815206,False,False,False,False,False,False,False,False,False
PMC Open Access,PMC:PMC10039610,pmc open access:PMC10039610:Tab1:table-1-characteristics-of-the-included-studies:1:overall,36,0.0,10,1.0658141042011478e-06,-7.10542732189794e-07,1.0658141042011478e-06,3.5527136806704924e-07,1.0658141042011478e-06,0.3002477500525807,0.8297982635343985,0.26671424660128246,0.5343429362290605,0.011155381230104155,0.02635989763586931,0.007496088461969629,-0.6015736558151011,0.4867504183139161,-0.2613881296612659,False,False,False,False,1e-06,7,7,minus1_plus2_minus1,5,21.490691006400226,1.0658141036401503e-14,2.1490691006400226e-07,1.0658141036401503e-14,15.848386441127566,15.848386441127566,0.010873219005977819,0.001506061320005192,True,True,3.907985046680551e-14,1.0125444926956106e-10,2.6398661034932047e-10,False,False,False,False,numerically_equivalent,7.398426344184899,False,7.738611870338734,False,0.1892006738723287,0.9408453397146506,False,False,False,False,False,False,False,False,False
PMC Open Access,PMC:PMC10050355,pmc open access:PMC10050355:T1:table-1-characteristics-of-included-studies:1:overall,22,0.09090909090909091,13,3.5527136806704924e-07,-3.5527136806704924e-07,0.0,-3.5527136806704924e-07,3.5527136806704924e-07,1.166927250805677,0.8871711066151917,-0.5793631890288866,-0.5694102916583018,0.06107536116948326,0.051720618401609825,-0.026275796241306257,0.0771870063600242,-0.5363261924872876,-0.25580853354792693,False,False,False,False,1e-06,7,7,minus1_minus2_minus1,6,26.98772743529196,2.1316282072803006e-14,2.698772743529196e-07,7.105427357601002e-15,76.00593484763213,76.00593484763213,0.06909319136119596,0.0036497509216436574,True,True,-1.4210854715202004e-14,4.3418568740349883e-10,2.2582258285552825e-10,False,False,False,False,numerically_equivalent,8.077187006360024,False,7.744191466452073,False,0.4310394641463148,1.6230588932745538,False,False,False,False,False,False,False,False,False
PMC Open Access,PMC:PMC10052363,pmc open access:PMC10052363:medicina-59-00540-t001:table-1-characteristics-of-the-included-studies:1:overall,8,0.375,37,1.7763568501960078e-07,0.0,0.0,0.0,0.0,0.5379364870899633,0.3910847471139707,0.458670572938988,0.9999998561243009,0.09979620251837197,0.20129584991934488,0.0567767441051773,-0.3100073897626855,0.6253675995594878,-8.0,False,True,False,True,1e-06,7,7,one_zero_one,3,9.135377200071071,1.7763568394002505e-15,9.13537720007107e-08,1.7763568394002505e-15,,1.1153744594594173e-10,6.436180699509464e-09,9.078526153061262e-09,False,True,1.7763568394002505e-14,9.71880353972665e-10,2.4101926010544616e-09,False,False,False,False,numerically_equivalent,7.689992610237314,False,0.0,False,6.516189143823681e-08,0.9290211690420426,False,True,False,False,True,True,True,False,True
PMC Open Access,PMC:PMC10063291,pmc open access:PMC10063291:T2:table-2-characteristics-of-the-included-studies:1:overall,21,0.14285714285714285,8,3.5527136806704924e-07,3.5527136806704924e-07,0.0,3.552713678205302e-07,3.5527136806704924e-07,1.178268301111309,1.006146374051487,-0.37832770735741544,-0.3474685231609007,0.0680028139829955,0.060305362619236726,-0.01844466450923851,0.08202290957642776,-0.3485347231119236,-0.061270337175506895,False,False,False,False,1e-06,7,7,zero_zero_zero,2,31.092932462816567,0.0,3.109293246281657e-07,1.4210854715202004e-14,23.01173274823098,23.01173274823098,0.011163743185453656,0.03565369047429223,True,True,1.4210854715202004e-14,2.4443824742093057e-10,6.338281011153413e-10,False,False,False,False,numerically_equivalent,8.082022909576427,False,7.938729662824493,False,0.7042146268276845,1.4802000483351117,False,False,False,False,False,False,False,False,False
PMC Open Access,PMC:PMC10116981,pmc open access:PMC10116981:lio21049-tbl-0001:table-1-characteristics-of-the-selected-studies:1:overall,9,0.2222222222222222,16,4.440892100838116e-07,4.440892100838116e-07,4.440892100838116e-07,1.7763568501960078e-07,4.440892100838116e-07,0.7288025716289472,0.041846472127628896,-0.1173166258079929,-0.67177709199389,0.10674324859235194,0.03499128890257024,-0.013835052124301458,-0.1581762022314145,-0.13742147806141675,-1.8869614499382001,False,False,False,False,1e-06,7,7,one_zero_one,3,7.632837227549676,0.0,7.632837227549677e-08,2.220446049250313e-14,0.006173189871176099,0.006173189871176099,0.000748277588879076,0.0007394963004179189,True,True,4.156675004196586e-13,5.586183626782315e-09,6.204962876843467e-09,False,False,False,False,tiny_boundary_refinement,7.841823797768585,False,6.1130385500618,False,0.022363971196138976,0.7482850725604372,False,False,False,False,False,False,False,False,False
PMC Open Access,PMC:PMC10136496,pmc open access:PMC10136496:cancers-15-02308-t001:table-1-basic-characteristics-of-the-studies-for-volatile-organic-compounds-in-t:1:overall,27,0.18518518518518517,12,7.105427361340985e-07,7.105427361340985e-07,7.105427361340985e-07,3.55271366094897e-07,7.105427361340985e-07,0.5412071666024619,0.23970041813844747,0.04753518334252138,0.13197722973791615,0.03112907831028106,0.016134771366130386,0.0018627459775857136,-0.3069765703569685,0.0646150082179898,-0.7229684301290615,False,False,False,False,1e-06,7,7,minus2_zero_minus2,1,22.159865548432986,7.105427357601002e-15,2.2159865548432986e-07,7.105427357601002e-15,6.358819137705179,6.358819137705179,0.004904050032299323,0.011017488512162332,True,True,1.0658141036401503e-14,1.7026069443204506e-09,2.6478097492343977e-10,False,False,False,False,numerically_equivalent,7.6930234296430315,False,7.277031569870939,False,0.23238363864830908,0.5485239460926004,False,False,False,False,False,False,False,False,False
PMC Open Access,PMC:PMC10150145,pmc open access:PMC10150145:Tab1:table-1-characteristics-and-outcomes-of-the-included-studies-n-9:1:overall,9,0.5555555555555556,9,0.0,0.0,0.0,0.0,0.0,0.5862224487695561,6.028010540953516,0.5480209358571992,0.29152709555657913,0.14346112175332396,0.771079322862926,0.06245455606112695,-0.2670279780141151,0.7157575328597029,0.8537994392695218,False,False,False,False,1e-06,7,7,empirical,0,19.797043924695878,2.842170943040401e-14,1.9797043924695878e-07,1.0658141036401503e-14,2.056711564710845,2.056711564710845,0.019569026194616534,0.0019322627878586296,True,True,0.0,0.0,0.0,False,False,False,False,numerically_equivalent,7.732972021985885,False,8.853799439269523,False,0.5315820677292429,6.082650921993829,False,False,False,False,False,False,False,False,False
