source,source_version,review_id,review_title,group_id,group_number,test_name,analysis_scope,study_rows,unique_studies,paired_studies,eligibility,primary_atlas,published_studies,published_sensitivity,published_sensitivity_low,published_sensitivity_high,published_specificity,published_specificity_low,published_specificity_high,model_status,source_file,source_sheet,source_url,source_sha256,source_license,source_license_url,selection_status,duplicate_of_group_id,sensitivity,specificity,model,sensitivity_difference,specificity_difference,absolute_sensitivity_difference,absolute_specificity_difference,large_discrepancy,threshold_metadata_status,study_count_metadata_status,estimator_comparison_status,explanation_from_available_metadata
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010276,Diagnostic tests for oral cancer and potentially malignant disorders in patients presenting with clinically evident lesions,legacy:CD010276:2,2,Oral Cytology,reported_main,12,12,12,eligible,True,12.0,0.91,0.81,0.96,0.91,0.81,0.95,converged,,,,,,,,,0.8786748983406047,0.883708643799011,continuity-corrected bivariate REML,-0.03132510165939528,-0.02629135620098899,0.03132510165939528,0.02629135620098899,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010276,Diagnostic tests for oral cancer and potentially malignant disorders in patients presenting with clinically evident lesions,legacy:CD010276:3,3,Light-based,reported_main,11,11,11,eligible,True,11.0,0.91,0.77,0.97,0.58,0.22,0.87,converged,,,,,,,,,0.8591171128845582,0.5962600075565156,continuity-corrected bivariate REML,-0.050882887115441866,0.016260007556515688,0.050882887115441866,0.016260007556515688,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009579,Circulating antigen tests and urine reagent strips for diagnosis of active schistosomiasis in endemic areas,legacy:CD009579:1,1,Microhaematuria,reported_main,74,74,74,eligible,True,74.0,0.75,0.71,0.79,0.87,0.84,0.9,converged,,,,,,,,,0.7408989037833894,0.8606812884174277,continuity-corrected bivariate REML,-0.009101096216610594,-0.009318711582572248,0.009101096216610594,0.009318711582572248,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009579,Circulating antigen tests and urine reagent strips for diagnosis of active schistosomiasis in endemic areas,legacy:CD009579:3,3,CCA POC mansoni trace threshold,reported_main,15,15,15,eligible,True,15.0,0.89,0.86,0.92,0.55,0.46,0.65,converged,,,,,,,,,0.8795398646934802,0.5541113108208653,continuity-corrected bivariate REML,-0.010460135306519791,0.004111310820865244,0.010460135306519791,0.004111310820865244,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009579,Circulating antigen tests and urine reagent strips for diagnosis of active schistosomiasis in endemic areas,legacy:CD009579:4,4,Proteinuria,reported_main,46,46,46,eligible,True,46.0,0.61,0.53,0.68,0.82,0.77,0.88,converged,,,,,,,,,0.6061157107749797,0.8164006885594912,continuity-corrected bivariate REML,-0.0038842892250202654,-0.0035993114405087345,0.0038842892250202654,0.0035993114405087345,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009579,Circulating antigen tests and urine reagent strips for diagnosis of active schistosomiasis in endemic areas,legacy:CD009579:5,5,Leukocyturia,reported_main,5,5,5,eligible,True,5.0,0.58,0.44,0.71,0.61,0.34,0.88,converged,,,,,,,,,0.5711200040881943,0.6102970182459179,continuity-corrected bivariate REML,-0.00887999591180566,0.0002970182459178794,0.00887999591180566,0.0002970182459178794,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010772,Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the diagnosis of dementia within a secondary care setting,legacy:CD010772:1,1,IQCODE cut-off 3.3 or nearest,reported_main,13,13,13,eligible,True,13.0,0.91,0.86,0.94,0.66,0.56,0.75,converged,,,,,,,,,0.8885084941307586,0.658553054299075,continuity-corrected bivariate REML,-0.021491505869241423,-0.001446945700925073,0.021491505869241423,0.001446945700925073,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010772,Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the diagnosis of dementia within a secondary care setting,legacy:CD010772:7,7,IQCODE cut-off 3.6,reported_main,9,9,9,eligible,True,9.0,0.89,0.85,0.92,0.68,0.56,0.79,converged,,,,,,,,,0.8741999929040768,0.6762225296942236,continuity-corrected bivariate REML,-0.01580000709592322,-0.0037774703057764647,0.01580000709592322,0.0037774703057764647,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009944,Diagnostic accuracy of endoscopic ultrasonography (EUS) for the preoperative locoregional staging of primary gastric cancer,legacy:CD009944:1,1,T1 - T2 versus T3 - T4 tumors,reported_main,50,50,50,eligible,True,50.0,0.86,0.81,0.9,0.9,0.87,0.93,converged,,,,,,,,,0.8264608048412256,0.8744057079955224,continuity-corrected bivariate REML,-0.03353919515877435,-0.025594292004477603,0.03353919515877435,0.025594292004477603,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009944,Diagnostic accuracy of endoscopic ultrasonography (EUS) for the preoperative locoregional staging of primary gastric cancer,legacy:CD009944:2,2,T1 versus T2 tumors,reported_main,46,46,46,eligible,True,46.0,0.85,0.78,0.91,0.9,0.85,0.93,converged,,,,,,,,,0.807819016476151,0.8582985630603887,continuity-corrected bivariate REML,-0.042180983523849025,-0.04170143693961137,0.042180983523849025,0.04170143693961137,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009944,Diagnostic accuracy of endoscopic ultrasonography (EUS) for the preoperative locoregional staging of primary gastric cancer,legacy:CD009944:3,3,T1a versus T1b tumors,reported_main,20,20,20,eligible,True,20.0,0.87,0.81,0.92,0.75,0.62,0.84,converged,,,,,,,,,0.8552610644391723,0.7144928079460336,continuity-corrected bivariate REML,-0.014738935560827726,-0.03550719205396635,0.014738935560827726,0.03550719205396635,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009944,Diagnostic accuracy of endoscopic ultrasonography (EUS) for the preoperative locoregional staging of primary gastric cancer,legacy:CD009944:4,4,N0 versus N+ tumors,reported_main,44,44,44,eligible,True,44.0,0.83,0.79,0.87,0.67,0.61,0.72,converged,,,,,,,,,0.8004672093325995,0.6645217498247988,continuity-corrected bivariate REML,-0.029532790667400444,-0.005478250175201205,0.029532790667400444,0.005478250175201205,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010653,First rank symptoms for schizophrenia,legacy:CD010653:1,1,Diagnosis of schizophrenia from all other diagnoses,reported_main,20,20,20,eligible,True,20.0,0.57,0.504,0.633,0.814,0.74,0.871,converged,,,,,,,,,0.5667281011489246,0.8023122647790072,continuity-corrected bivariate REML,-0.003271898851075372,-0.011687735220992757,0.003271898851075372,0.011687735220992757,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010653,First rank symptoms for schizophrenia,legacy:CD010653:2,2,Diagnosis of schizophrenia from other types of psychosis,reported_main,16,16,16,eligible,True,16.0,0.58,0.503,0.653,0.747,0.852,0.823,converged,,,,,,,,,0.5770669591199561,0.733906803982879,continuity-corrected bivariate REML,-0.002933040880043869,-0.013093196017121,0.002933040880043869,0.013093196017121,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010653,First rank symptoms for schizophrenia,legacy:CD010653:3,3,Diagnosis of schizophrenia from non-psychotic disorders,reported_main,7,7,7,eligible,True,7.0,0.618,0.517,0.71,0.941,0.88,0.972,converged,,,,,,,,,0.6176715234495895,0.9258056327892804,continuity-corrected bivariate REML,-0.0003284765504104614,-0.01519436721071954,0.0003284765504104614,0.01519436721071954,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010542,Transient elastography for diagnosis of stages of hepatic fibrosis and cirrhosis in people with alcoholic liver disease,legacy:CD010542:2,2,Transient elastography fibrosis stage F2 or worse,reported_main,8,8,8,eligible,True,7.0,0.94,0.86,0.97,0.89,0.76,0.95,converged,,,,,,,,,0.902926385011344,0.8303355375552485,continuity-corrected bivariate REML,-0.03707361498865591,-0.05966446244475154,0.03707361498865591,0.05966446244475154,False,no separate threshold field available,source-reported study count differs from canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010542,Transient elastography for diagnosis of stages of hepatic fibrosis and cirrhosis in people with alcoholic liver disease,legacy:CD010542:4,4,Transient elastography fibrosis stage F3 or worse,reported_main,8,8,8,eligible,True,8.0,0.92,0.89,0.96,0.7,0.61,0.79,converged,,,,,,,,,0.8854110847813855,0.7095271943213909,continuity-corrected bivariate REML,-0.03458891521861451,0.00952719432139093,0.03458891521861451,0.00952719432139093,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010542,Transient elastography for diagnosis of stages of hepatic fibrosis and cirrhosis in people with alcoholic liver disease,legacy:CD010542:7,7,Transient elastography fibrosis stage F4,reported_main,7,7,7,eligible,True,7.0,0.95,0.87,0.98,0.71,0.56,0.82,converged,,,,,,,,,0.9158904222839293,0.6872801055073682,continuity-corrected bivariate REML,-0.034109577716070705,-0.022719894492631787,0.034109577716070705,0.022719894492631787,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009185,"Procalcitonin, C-reactive protein, and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children",legacy:CD009185:1,1,PCT (0.5 ng/mL),reported_main,6,6,6,eligible,True,6.0,0.86,0.72,0.93,0.74,0.55,0.87,converged,,,,,,,,,0.8178194600484039,0.7202567121253117,continuity-corrected bivariate REML,-0.0421805399515961,-0.019743287874688265,0.0421805399515961,0.019743287874688265,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009185,"Procalcitonin, C-reactive protein, and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children",legacy:CD009185:2,2,CRP (20 mg/L),reported_main,13,13,13,eligible,True,13.0,0.94,0.85,0.97,0.39,0.23,0.58,converged,,,,,,,,,0.9031416818665736,0.4304603451045625,continuity-corrected bivariate REML,-0.03685831813342633,0.04046034510456248,0.03685831813342633,0.04046034510456248,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009185,"Procalcitonin, C-reactive protein, and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children",legacy:CD009185:3,3,ESR (30 mm/h),reported_main,6,6,6,eligible,True,6.0,0.87,0.77,0.93,0.48,0.32,0.64,converged,,,,,,,,,0.8592606597816929,0.4815733168030116,continuity-corrected bivariate REML,-0.010739340218307136,0.001573316803011593,0.010739340218307136,0.001573316803011593,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD008081,Optical coherence tomography (OCT) for detection of macular oedema in patients with diabetic retinopathy,legacy:CD008081:1,1,OCT for detection of CSMO,reported_main,9,9,9,eligible,True,9.0,0.81,0.74,0.87,0.85,0.75,0.91,converged,,,,,,,,,0.7895550197841507,0.8335858546284002,continuity-corrected bivariate REML,-0.020444980215849395,-0.016414145371599798,0.020444980215849395,0.016414145371599798,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:6,6,HRP-2 (P. falciparum specific) and aldolase (pan-specific),reported_main,11,11,11,eligible,True,11.0,0.78,0.73,0.82,0.99,0.97,0.99,converged,,,,,,,,,0.7673650736613267,0.9809252680406938,continuity-corrected bivariate REML,-0.012634926338673358,-0.009074731959306193,0.012634926338673358,0.009074731959306193,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:12,12,HRP-2 (P. falciparum specific) and pLDH (pan-specific),reported_main,23,23,23,eligible,True,23.0,0.78,0.69,0.84,0.99,0.98,0.99,converged,,,,,,,,,0.7476781610703783,0.9818391154149432,continuity-corrected bivariate REML,-0.032321838929621705,-0.008160884585056816,0.032321838929621705,0.008160884585056816,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:16,16,pLDH (P. falciparum specific) and pLDH (pan-specific),reported_main,10,10,10,eligible,True,10.0,0.89,0.79,0.95,0.98,0.97,0.99,converged,,,,,,,,,0.8719117982208501,0.9781999530141198,continuity-corrected bivariate REML,-0.018088201779149937,-0.0018000469858802104,0.018088201779149937,0.0018000469858802104,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:22,22,HRP-2 (P. falciparum specific) and pLDH (pan-specific),reported_main,5,5,5,eligible,True,5.0,0.81,0.72,0.88,0.99,0.97,0.99,converged,,,,,,,,,0.7995338198398767,0.9831469741165354,continuity-corrected bivariate REML,-0.01046618016012335,-0.006853025883464592,0.01046618016012335,0.006853025883464592,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD011431,Rapid diagnostic tests for diagnosing uncomplicated non-falciparum or ,legacy:CD011431:29,29,HRP-2 (P. falciparum specific) and pLDH (P. vivax-specific),reported_main,8,8,8,eligible,True,8.0,0.95,0.86,0.99,0.99,0.99,1.0,converged,,,,,,,,,0.9323747923956008,0.9893661778811208,continuity-corrected bivariate REML,-0.017625207604399118,-0.0006338221188791904,0.017625207604399118,0.0006338221188791904,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:1,1,Any varices - All the studies,reported_main,15,15,15,eligible,True,15.0,0.848,0.773,0.902,0.843,0.731,0.914,converged,,,,,,,,,0.7927569356894549,0.7770690128831603,continuity-corrected bivariate REML,-0.05524306431054504,-0.06593098711683965,0.05524306431054504,0.06593098711683965,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:3,3,Any varices - studies at low risk of bias for QUADAS-2 'patient selection' domain,reported_main,7,7,7,eligible,True,7.0,0.797,0.731,0.85,0.861,0.645,0.955,converged,,,,,,,,,0.7639407614237806,0.7946202823856812,continuity-corrected bivariate REML,-0.033059238576219396,-0.06637971761431882,0.033059238576219396,0.06637971761431882,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:4,4,Any varices - studies at low risk of bias for QUADAS-2 'flow and timing' domain,reported_main,9,9,9,eligible,True,9.0,0.858,0.755,0.922,0.825,0.622,0.931,converged,,,,,,,,,0.8050099677835125,0.7633683195274604,continuity-corrected bivariate REML,-0.05299003221648746,-0.06163168047253953,0.05299003221648746,0.06163168047253953,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:5,5,Any varices - only full-text studies,reported_main,11,11,11,eligible,True,11.0,0.826,0.754,0.88,0.88,0.739,0.95,converged,,,,,,,,,0.7917710691707569,0.7997307461881756,continuity-corrected bivariate REML,-0.034228930829243054,-0.08026925381182437,0.034228930829243054,0.08026925381182437,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:6,6,Large varices - all the studies,reported_main,6,6,6,eligible,True,6.0,0.737,0.524,0.877,0.905,0.841,0.944,converged,,,,,,,,,0.7080157156270919,0.8850436789520274,continuity-corrected bivariate REML,-0.02898428437290812,-0.019956321047972625,0.02898428437290812,0.019956321047972625,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009372,Computed tomography angiography or magnetic resonance angiography for detection of intracranial vascular malformations in patients with intracerebral haemorrhage,legacy:CD009372:1,1,CTA,reported_main,8,8,8,eligible,True,8.0,0.95,0.9,0.97,0.99,0.95,1.0,converged,,,,,,,,,0.9117214692003712,0.962927149514092,continuity-corrected bivariate REML,-0.03827853079962873,-0.027072850485908018,0.03827853079962873,0.027072850485908018,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010079,Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the diagnosis of dementia within community dwelling populations,legacy:CD010079:3,3,IQCODE cut-off 3.3 or nearest,reported_main,11,11,11,eligible,True,11.0,0.8,0.75,0.85,0.85,0.78,0.9,converged,,,,,,,,,0.7927201516818067,0.8409083012285185,continuity-corrected bivariate REML,-0.007279848318193394,-0.009091698771481527,0.007279848318193394,0.009091698771481527,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD010079,Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the diagnosis of dementia within community dwelling populations,legacy:CD010079:4,4,IQCODE cut-off 3.3,reported_main,6,6,6,eligible,True,6.0,0.83,0.74,0.9,0.8,0.7,0.88,converged,,,,,,,,,0.8087129400275737,0.7997234083217573,continuity-corrected bivariate REML,-0.021287059972426303,-0.00027659167824278796,0.021287059972426303,0.00027659167824278796,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:4,4,MRI for detection of any rotator cuff tears,reported_main,6,6,6,eligible,True,6.0,0.98,0.92,0.99,0.79,0.68,0.87,converged,,,,,,,,,0.9475585226317368,0.7585283849129074,continuity-corrected bivariate REML,-0.032441477368263194,-0.03147161508709262,0.032441477368263194,0.03147161508709262,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:5,5,MRI for detection of full thickness tears,reported_main,7,7,7,eligible,True,7.0,0.94,0.85,0.98,0.93,0.83,0.97,converged,,,,,,,,,0.9083154677846662,0.888395267119881,continuity-corrected bivariate REML,-0.03168453221533374,-0.04160473288011901,0.03168453221533374,0.04160473288011901,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:6,6,MRI for detection of any rotator cuff tears,reported_main,6,6,6,eligible,True,6.0,0.74,0.59,0.85,0.93,0.84,0.97,converged,,,,,,,,,0.7013689888765239,0.901908744990148,continuity-corrected bivariate REML,-0.03863101112347611,-0.0280912550098521,0.03863101112347611,0.0280912550098521,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
Cochrane DTA Reference Dataset,CL145_open_set_20181101,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",legacy:CD009020:7,7,US for detection of partial thickness tears,reported_main,8,8,8,eligible,True,8.0,0.52,0.33,0.7,0.93,0.85,0.97,converged,,,,,,,,,0.5296895456684549,0.9088869510038832,continuity-corrected bivariate REML,0.009689545668454924,-0.02111304899611688,0.009689545668454924,0.02111304899611688,False,no separate threshold field available,source-reported study count matches canonical row count,source pooling estimator is not fully specified in locked metadata; canonical estimator is continuity-corrected bivariate REML,Difference is below 0.10 for both sensitivity and specificity; the source-reported summary and canonical REML estimate remain distinct.
