operating_point_id,source,source_route,review_id,review_title,group_id,test_name,target_label_where_recorded,threshold_where_recorded,study_count,raw_normalized_rows,analysis_rows,zero_cell_study_fraction,orientation,eligibility,primary_atlas,selection_status,estimator_v039,sensitivity_v039,specificity_v039,estimator_v040,sensitivity_v040_v041,specificity_v040_v041,information_bits_5_v040_v041,information_bits_20_v040_v041,information_bits_50_v040_v041,fraction_entropy_removed_5_v040_v041,fraction_entropy_removed_20_v040_v041,fraction_entropy_removed_50_v040_v041,estimator_v041,estimator_v042,inclusion_status_v039,inclusion_status_v040,inclusion_status_v041,inclusion_status_v042,status_change_reason_v042,target_label_status,threshold_status,zero_cell_burden_definition,value_change_reason_v039,value_change_reason_v040,value_change_reason_v041,transition_reason_v039_to_v040,transition_reason_v040_to_v041,primary_status_v039,primary_status_v040,primary_status_v041,information_bits_5_v042,information_bits_20_v042,information_bits_50_v042,fraction_entropy_removed_5_v042,fraction_entropy_removed_20_v042,fraction_entropy_removed_50_v042,sensitivity_v042,specificity_v042,information_bits_5_v039,information_bits_20_v039,information_bits_50_v039,fraction_entropy_removed_5_v039,fraction_entropy_removed_20_v039,fraction_entropy_removed_50_v039,value_change_reason_v042,transition_reason_v041_to_v042,primary_status_v042,analysis_status_v042
PMC Open Access|PMC:PMC10787364|pmc open access:PMC10787364:ofad624-T3:table-3-summary-of-diagnostic-accuracy-data-for-the-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC10787364,Diagnostic Accuracy of Clinical Diagnostic Scoring Systems for Childhood Tuberculosis: A Systematic Review and Meta-analysis,pmc open access:PMC10787364:ofad624-T3:table-3-summary-of-diagnostic-accuracy-data-for-the-included-studies:1:overall,Overall structured 2 x 2 data,,,19,19,19,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.8297341654665827,0.6746849359374798,regularized direct-binomial local Gaussian approximation,0.8400708539466633,0.6898067646383277,0.0412106199451595,0.1381727126855373,0.2201000994412523,0.1438933582261289,0.1913940095475789,0.2201000994412523,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0370656148776299,0.1245099362776588,0.1983981843025292,0.129420421400018,0.1724686117072161,0.1983981843025292,0.8297341631575371,0.67468494173892,0.0370656143474968,0.124509934637882,0.1983981820588274,0.1294204195489751,0.172468609435831,0.1983981820588274,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC10795679|pmc open access:PMC10795679:diagnostics-14-00113-t001:table-1-summary-of-the-studies-included-in-the-meta-analysis:1:overall,PMC Open Access,PMC,PMC:PMC10795679,Diagnostic Accuracy of MRI in Detecting the Perineural Spread of Head and Neck Tumors: A Systematic Review and Meta-Analysis,pmc open access:PMC10795679:diagnostics-14-00113-t001:table-1-summary-of-the-studies-included-in-the-meta-analysis:1:overall,Overall structured 2 x 2 data,,,13,13,13,0.7692307692307693,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.871075296492839,0.8531992623169797,regularized direct-binomial local Gaussian approximation,0.9292580652735812,0.9013072862891428,0.1231791830666259,0.3835839871628334,0.5751081971710814,0.4300994825749954,0.5313326768681603,0.5751081971710814,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0872161467898609,0.2785332505424041,0.4216405856930941,0.3045288876953708,0.3858185496796073,0.4216405856930941,0.8710752932514498,0.8531992273691055,0.0872161602248181,0.2785332883541321,0.4216406353446846,0.3045289346056357,0.385818602055638,0.4216406353446846,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC10814052|pmc open access:PMC10814052:diagnostics-14-00147-t002:table-2-tp-fp-fn-tn-and-cut-off-value-from-the-reports-included-in-the-meta-anal:1:overall,PMC Open Access,PMC,PMC:PMC10814052,"Predicting the Invasiveness of Pulmonary Adenocarcinomas in Pure Ground-Glass Nodules Using the Nodule Diameter: A Systematic Review, Meta-Analysis, and Validation in an Independent Cohort",pmc open access:PMC10814052:diagnostics-14-00147-t002:table-2-tp-fp-fn-tn-and-cut-off-value-from-the-reports-included-in-the-meta-anal:1:overall,Overall structured 2 x 2 data,,,16,16,16,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.8078173685945598,0.7199259252918525,regularized direct-binomial local Gaussian approximation,0.8233433696826062,0.7259400326423322,0.0446105351877702,0.1484535417123429,0.2330363471273178,0.1557646967935779,0.2056348031939457,0.2330363471273178,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0409713556515375,0.1362721721854655,0.2136370557976457,0.143057929330405,0.18876141980141,0.2136370557976457,0.8078173700482915,0.7199259253344522,0.0409713554078819,0.1362721713642884,0.2136370544422898,0.1430579284796432,0.1887614186639323,0.2136370544422898,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC10814351|pmc open access:PMC10814351:diagnostics-14-00207-t001:table-1-characteristics-of-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC10814351,Diagnostic Accuracy of Deep Learning for the Prediction of Osteoporosis Using Plain X-rays: A Systematic Review and Meta-Analysis,pmc open access:PMC10814351:diagnostics-14-00207-t001:table-1-characteristics-of-included-studies:1:overall,Overall structured 2 x 2 data,,,6,6,6,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.8059809097220165,0.8650769257889369,regularized direct-binomial local Gaussian approximation,0.797041650019195,0.8644706762686504,0.0743037634947498,0.2348424575161715,0.3466247732454111,0.2594432714753523,0.3252989586903561,0.3466247732454111,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0764689000034415,0.2416299787036896,0.3571840639575858,0.2670031859747757,0.3347008939185135,0.3571840639575858,0.8059809117736572,0.8650769260222484,0.0764688994727474,0.2416299770379188,0.3571840613820645,0.2670031841217738,0.3347008916111219,0.3571840613820645,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC10843323|pmc open access:PMC10843323:T2:table-2-diagnostic-data-of-proven-or-probable-ia-vs-possible-or-no-ia-in-serum:1:overall,PMC Open Access,PMC,PMC:PMC10843323,Diagnostic performance of serum galactomannan and β-D-glucan for invasive aspergillosis in suspected patients: A meta-analysis,pmc open access:PMC10843323:T2:table-2-diagnostic-data-of-proven-or-probable-ia-vs-possible-or-no-ia-in-serum:1:overall,Overall structured 2 x 2 data,,,16,16,16,0.1875,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.516409539002983,0.9171996395675592,regularized direct-binomial local Gaussian approximation,0.5135782970583627,0.942504625010491,0.0515751954640093,0.1523802041558204,0.2036640466932903,0.1800829030565698,0.211073935527603,0.2036640466932903,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0417076146161622,0.1271897096175991,0.1752108098140219,0.1456286932520575,0.1761805788115834,0.1752108098140219,0.5164095317988493,0.9171996388234476,0.0417076160283242,0.1271897137578276,0.1752108154032132,0.1456286981828432,0.1761805845465429,0.1752108154032132,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC10949827|pmc open access:PMC10949827:t1-medscimonit-30-e943461:table-1-the-baseline-characteristic-of-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC10949827,Accuracy of MRI-Based Radiomics in Diagnosis of Placenta Accreta Spectrum: A PRISMA Systematic Review and Meta-Analysis,pmc open access:PMC10949827:t1-medscimonit-30-e943461:table-1-the-baseline-characteristic-of-included-studies:1:overall,Overall structured 2 x 2 data,,,7,7,7,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.8462864799268596,0.9075213471995138,regularized direct-binomial local Gaussian approximation,0.8737352560018962,0.9226945611044108,0.1196213779664689,0.3622914411497805,0.5238288770865334,0.417676846748189,0.5018386785546924,0.5238288770865334,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.1044937101923594,0.3208243879610484,0.4654206931666474,0.3648562165067001,0.4443993664093437,0.4654206931666474,0.8462864808115311,0.9075213204408196,0.1044937240553189,0.3208244227133459,0.4654207337143968,0.3648562649114027,0.4443994145475139,0.4654207337143968,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC11046764|pmc open access:PMC11046764:Tab2:table-2-diagnostic-test-performance-of-prognostic-nutritional-index-for-acute-ki:1:overall,PMC Open Access,PMC,PMC:PMC11046764,Prognostic nutritional index as a predictive marker for acute kidney injury in adult critical illness population: a systematic review and diagnostic test accuracy meta-analysis,pmc open access:PMC11046764:Tab2:table-2-diagnostic-test-performance-of-prognostic-nutritional-index-for-acute-ki:1:overall,Overall structured 2 x 2 data,,,17,17,17,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.6583148141655947,0.7410954546213441,regularized direct-binomial local Gaussian approximation,0.6370010345089624,0.7339133432790705,0.0204079487905174,0.0673293888352774,0.1026296329008703,0.071257561518905,0.0932632893941916,0.1026296329008703,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.02375798544227,0.0782973393801257,0.1192957062235297,0.0829547411450007,0.108455869683728,0.1192957062235297,0.6583148142484375,0.7410954546083489,0.0237579854344836,0.0782973393542095,0.1192957061827268,0.0829547411178133,0.1084558696478293,0.1192957061827268,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC11077389|pmc open access:PMC11077389:T1:table-1-detailed-characteristics-of-the-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC11077389,Diagnostic Performance of Ultrasonography for Identification of Small Bowel Obstruction; a Systematic Review and Meta-analysis,pmc open access:PMC11077389:T1:table-1-detailed-characteristics-of-the-included-studies:1:overall,Overall structured 2 x 2 data,,,21,21,21,0.2857142857142857,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.9050376894762328,0.8324229724499148,regularized direct-binomial local Gaussian approximation,0.9290449697053648,0.8725578391081061,0.1103798364428906,0.3508136223236942,0.5362196485247004,0.3854085516634873,0.4859398391725277,0.5362196485247004,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0885731146310723,0.2866690243287368,0.4437171383795729,0.3092669542407565,0.3970880567731111,0.4437171383795729,0.905037684109262,0.8324229979598159,0.0885731074924071,0.2866690046921407,0.4437171143716265,0.3092669293149848,0.3970880295729006,0.4437171143716265,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC11094978|pmc open access:PMC11094978:Tab1:table-1-the-main-characteristics-of-the-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC11094978,Diagnostic value of BHI-V4 for heterogeneous and vancomycin-intermediate Staphylococcus aureus isolates: a systematic review and meta-analysis,pmc open access:PMC11094978:Tab1:table-1-the-main-characteristics-of-the-included-studies:1:overall,Overall structured 2 x 2 data,,,8,8,8,0.375,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.5888073562122512,0.9364063215484584,regularized direct-binomial local Gaussian approximation,0.5590279084939944,0.9298573401518456,0.0537963662156108,0.16138828670948,0.2196749988614872,0.18783846992421,0.2235517468462844,0.2196749988614872,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0626565048193002,0.185912821827501,0.2516618961474872,0.2187750367540808,0.2575226302233158,0.2516618961474872,0.5888073593688236,0.9364063308221332,0.0626564994552048,0.1859128083358243,0.251661880539161,0.2187750180244985,0.2575226115349218,0.251661880539161,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC11144246|pmc open access:PMC11144246:Tab1:table-1-detailed-characteristics-of-the-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC11144246,Diagnostic value of combined ultrasound contrast and elastography for differentiating benign and malignant thyroid nodules: a meta-analysis,pmc open access:PMC11144246:Tab1:table-1-detailed-characteristics-of-the-included-studies:1:overall,Overall structured 2 x 2 data,,,31,31,31,0.064516129032258,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.9215890610090812,0.9083903221984488,regularized direct-binomial local Gaussian approximation,0.9380812028503702,0.9239561460744348,0.1412326696713322,0.4307996688952147,0.6375879292621914,0.4931360692290806,0.5967348714450982,0.6375879292621914,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.1263456714374752,0.3903445472124828,0.5806867606534754,0.4411557745228432,0.5406972660807524,0.5806867606534754,0.9215890617401752,0.9083903224739353,0.1263456710499803,0.3903445460765042,0.5806867589067385,0.4411557731698441,0.5406972645072181,0.5806867589067385,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC11238349|pmc open access:PMC11238349:Tab2:table-2-summary-of-findings-of-the-included-studies-on-the-utility-of-dpcr-in-tr:1:overall,PMC Open Access,PMC,PMC:PMC11238349,Potential efficacy of digital polymerase chain reaction for non-invasive prenatal screening of autosomal aneuploidies: a systematic review and meta-analysis,pmc open access:PMC11238349:Tab2:table-2-summary-of-findings-of-the-included-studies-on-the-utility-of-dpcr-in-tr:1:overall,Overall structured 2 x 2 data,,,9,9,9,1.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.91711834889755,0.985906880537731,regularized direct-binomial local Gaussian approximation,0.9767230836481772,0.9950150094040318,0.2484296851772091,0.6480062981116683,0.8934576773787912,0.8674313012223278,0.897605042248387,0.8934576773787912,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.2023228711875044,0.5432705198267709,0.7370353938387533,0.7064421117630382,0.7525271888906523,0.7370353938387533,0.9171183420379544,0.9859068829097014,0.2023228689244418,0.543270519652354,0.7370353993826539,0.7064421038611994,0.7525271886490535,0.7370353993826539,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC11325575|pmc open access:PMC11325575:Tab1:table-1-basic-characteristics-of-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC11325575,Systematic review and meta-analysis of the diagnostic value of computed tomography angiography for severe internal carotid artery stenosis,pmc open access:PMC11325575:Tab1:table-1-basic-characteristics-of-included-studies:1:overall,Overall structured 2 x 2 data,,,16,16,16,0.5625,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.8901631926495466,0.9717248929160864,regularized direct-binomial local Gaussian approximation,0.922515774180868,0.982580095319328,0.1963420227071968,0.5341664282124179,0.7316925379402324,0.685559039049783,0.7399163877889534,0.7316925379402324,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.1696594411227696,0.4748137600091138,0.6526510490146249,0.5923926107010907,0.6577022883188884,0.6526510490146249,0.8901631923058236,0.9717248909348342,0.1696594438756274,0.4748137652812072,0.6526510543954194,0.5923926203131266,0.6577022956216841,0.6526510543954194,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC11331836|pmc open access:PMC11331836:T2:table-2-main-effect-sizes-of-the-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC11331836,Accuracy of two-dimensional transverse wave elastography of salivary glands in diagnosis of Sjögren’s disease: a systematic review and meta-analysis,pmc open access:PMC11331836:T2:table-2-main-effect-sizes-of-the-included-studies:1:overall,Overall structured 2 x 2 data,,,8,8,8,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.7363259479802974,0.8696986638181965,regularized direct-binomial local Gaussian approximation,0.7718962425330034,0.8854426263842998,0.0765553548914942,0.2383807199540105,0.3451410310347145,0.2673050568079134,0.3302000872970645,0.3451410310347145,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0637863122268336,0.2005975302461893,0.2918780844428528,0.2227199369335751,0.2778635873389679,0.2918780844428528,0.7363259468123032,0.8696986636590954,0.0637863125060164,0.2005975311081465,0.2918780857212494,0.2227199379083858,0.2778635885329334,0.2918780857212494,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
PMC Open Access|PMC:PMC11399157|pmc open access:PMC11399157:Tab1:table-1-characteristics-of-included-studies:1:overall,PMC Open Access,PMC,PMC:PMC11399157,The diagnostic performance of ultrafast MRI to differentiate benign from malignant breast lesions: a systematic review and meta-analysis,pmc open access:PMC11399157:Tab1:table-1-characteristics-of-included-studies:1:overall,Overall structured 2 x 2 data,,,16,16,16,0.0,source-defined direction,eligible,True,canonical,continuity-corrected bivariate REML,0.8309478771401402,0.7695040702288514,regularized direct-binomial local Gaussian approximation,0.8366277570447525,0.7813423392297499,0.058410564208665,0.1916888745025018,0.296636593582803,0.2039496676112233,0.265523499999553,0.296636593582803,display derivation from v0.40.0; no refit,continuity-corrected bivariate REML,primary reference sample,primary reference sample; unchanged,display derivation from v0.40.0; no refit,primary reference sample; canonical REML regenerated,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,no separate target-label field in locked normalized data,no separate threshold field in locked metadata,fraction of canonical study rows with any zero among TP FP FN TN,historical continuity-corrected bivariate REML baseline release,regularized direct-binomial GH15 refit replaced historical REML central values,display derivation from v0.40.0; no refit and no operating-point value change,fixed sample retained; estimator changed from continuity-corrected REML to regularized direct-binomial GH15,fixed sample and values retained; v0.41.0 changed display and narrative architecture only,primary reference sample,primary reference sample,primary reference sample,0.0548201593767873,0.1803843760044909,0.2800716230833416,0.1914132046961373,0.2498647403833689,0.2800716230833416,0.8309478775625653,0.769504070396909,0.0548201592591067,0.180384375621011,0.2800716224745599,0.1914132042852367,0.2498647398521804,0.2800716224745599,canonical REML regenerated from the same rows as historical REML; v0.41.0 direct-binomial display values replaced,fixed sample retained; canonical hierarchy returned to regenerated REML while validation and manuscript architecture remain new,primary reference sample,complete canonical Phase 3 derivation
