doi,title,description,subjects,publisher,publication_year,resource_type,resource_type_general,license,license_url,source_url,source,source_id,diagnostic_candidate,access_status
10.26300/9646-7g23,Screening for Eating Disorders in Adolescents and Adults: An Evidence Review for the U.S. Preventive Services Task Force,,,Systematic Review Data Repository (SRDR),2022,,Dataset,,,https://srdrplus.ahrq.gov/public_data?id=3038&type=project,SRDR+,3038,True,platform_closed_public_endpoint_http_405
10.26300/r9s7-qk68,The effect of volunteering on the health and wellbeing of volunteers: an umbrella review,,,Systematic Review Data Repository (SRDR),2022,,Dataset,,,https://srdrplus.ahrq.gov/public_data?id=3274&type=project,SRDR+,3274,False,not_probed
10.26300/v8dp-v191,Systematic Review on Opioid Treatments for Chronic Pain - Surveillance Updates,,,Systematic Review Data Repository (SRDR),2022,,Dataset,,,https://srdrplus.ahrq.gov/public_data?id=3298&type=project,SRDR+,3298,False,not_probed
10.26300/wrr2-2129,Statin Use for the Primary Prevention of Cardiovascular Disease in Adults: Preventive Medication,,,Systematic Review Data Repository (SRDR),2022,,Dataset,,,https://srdrplus.ahrq.gov/public_data?id=3316&type=project,SRDR+,3316,False,not_probed
10.26300/wry8-4t84,Diagnosis and Treatment of Clinical Alzheimer's-type Dementia (CATD): A Systematic Review,,,Systematic Review Data Repository (SRDR),2022,,Dataset,,,https://srdrplus.ahrq.gov/public_data?id=3351&type=project,SRDR+,3351,True,platform_closed_public_endpoint_http_405
10.26300/qgwf-t802,CER Management Strategies for Renal Artery Stenosis: 2014 Update,,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/358,SRDR+,358,False,not_probed
10.26300/h2nh-hd74,Blood Stream Infections Outcomes-Oriented Scoping Review,,,Systematic Review Data Repository (SRDR),2022,,Dataset,,,https://srdrplus.ahrq.gov/public_data?id=395&type=project,SRDR+,395,False,not_probed
10.26300/0tx7-bx83,Omega-3 Fatty Acids and Cardiovascular Disease: An Updated Systematic Review,,,Systematic Review Data Repository (SRDR),2020,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/403/,SRDR+,403,False,not_probed
10.26300/40xv-7134,Early Intensive Intervention for Children with Autism Spectrum Disorder: A Systematic Review Update,,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/419,SRDR+,419,False,not_probed
10.26300/7m60-wc96,COSMAHA Phase 2,,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/471,SRDR+,471,False,not_probed
10.26300/k2kf-7j83,Interventions for central serous chorioretinopathy: a network meta-analysis,,,Systematic Review Data Repository,2017,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/555,SRDR+,555,False,not_probed
10.26300/z5qp-7d71,Diagnosis and Management of Infantile Hemangioma,,,Systematic Review Data Repository,2016,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/582,SRDR+,582,True,platform_closed_public_endpoint_http_405
10.26300/4hes-k712,Systematic Review of Calcineurin Inhibitors for Renal Transplant,,,Systematic Review Data Repository,2016,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/624,SRDR+,624,False,not_probed
10.26300/ek2z-xn33,Strategies to De-escalate Aggressive Behavior (DAB) in Psychiatric Patients,,,Systematic Review Data Repository,2016,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/626,SRDR+,626,False,not_probed
10.26300/y3bf-zn05,Nonpharmacological Versus Pharmacological Treatments for Adult Patients With Major Depressive Disorder - Psychotherapy Interventions,,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/671,SRDR+,671,False,not_probed
10.26300/ssb0-zh81,Disparities Within Serious Mental Illness Technical Brief,,,Systematic Review Data Repository,2016,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/672,SRDR+,672,False,not_probed
10.26300/tk68-jg74,Breast Reconstruction After Mastectomy,,,Systematic Review Data Repository (SRDR),2022,,Dataset,,,https://srdrplus.ahrq.gov/public_data?id=683&type=project,SRDR+,683,False,not_probed
10.26300/hwwm-pk67,The shortcomings of cluster-randomized controlled trials for the assessment of complex interventions in general practices: a systematic review,,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/713,SRDR+,713,False,not_probed
10.26300/mv9m-de53,Blood Pressure Targets in CKD,,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/717,SRDR+,717,False,not_probed
10.26300/drd6-bn04,Nonpharmacological Versus Pharmacological Treatments for Adult Patients With Major Depressive Disorder - CAM Interventions,,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/721,SRDR+,721,False,not_probed
10.26300/xbp6-t316,Nonpharmacological Versus Pharmacological Treatments for Adult Patients With Major Depressive Disorder - Exercise Interventions,,,Systematic Review Data Repository,2016,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/722,SRDR+,722,False,not_probed
10.26300/988y-5n81,Tympanostomy Tubes in Children,,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/727,SRDR+,727,False,not_probed
10.26300/1a5j-r212,Critical Analysis of the Evidence Safety in Nursing Home Settings,,,Systematic Review Data Repository,2016,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/729,SRDR+,729,False,not_probed
10.26300/8pvb-7p46,Nonpharmacological Versus Pharmacological Treatments for Adult Patients With Major Depressive Disorder - Medication Strategies,,,Systematic Review Data Repository,2016,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/739,SRDR+,739,False,not_probed
10.26300/9v5t-hb73,VTE thromboprophylaxis with major orthopedic surgery,,,Systematic Review Data Repository,2017,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/757,SRDR+,757,False,not_probed
10.26300/r3g3-cy03,CEV SNA,,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/760,SRDR+,760,False,not_probed
10.26300/mkmx-rk08,Management of Uterine Fibroids,,,Systematic Review Data Repository,2017,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/804,SRDR+,804,False,not_probed
10.26300/tgw5-p593,Tonsillectomy for Obstructive Sleep-Disordered Breathing or Recurrent Throat Infection in Children,,,Systematic Review Data Repository,2017,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/836,SRDR+,836,False,not_probed
10.26300/hq0j-2w86,Systematic Review of Treatments for Basal Cell and Squamous Cell Carcinoma of the Skin,,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/871,SRDR+,871,False,not_probed
10.26300/r0w4-rq91,Acupuncture for glaucoma (2013),,,Systematic Review Data Repository,2017,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/872,SRDR+,872,False,not_probed
10.26300/8th3-bb88,Aflibercept for neovascular age-related macular degeneration (2016),,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/895,SRDR+,895,False,not_probed
10.26300/6f0k-ac58,Antiangiogenic therapy with interferon alfa for neovascular age-related macular degeneration (2010),,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/898,SRDR+,898,False,not_probed
10.26300/nqa9-3253,Combined surgery versus cataract surgery alone for eyes with cataract and glaucoma (2015),,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/904,SRDR+,904,False,not_probed
10.26300/nf03-v756,Corticosteroid implants for chronic non-infectious uveitis (2016),,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/907,SRDR+,907,False,not_probed
10.26300/1pnk-hd70,Corticosteroids for treating optic neuritis (2015),,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/908,SRDR+,908,False,not_probed
10.26300/g3ed-hb35,Retinal Prostheses in the Medicare Population[Entered Retrospectively],,,Systematic Review Data Repository,2016,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/911,SRDR+,911,False,not_probed
10.26300/3ewc-9p54,Device-modified trabeculectomy for glaucoma (2015),,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/915,SRDR+,915,False,not_probed
10.26300/sa0w-tt39,Doxycycline plus ivermectin versus ivermectin alone for treatment of patients with onchocerciasis (2016),,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/916,SRDR+,916,False,not_probed
10.26300/qmn7-sa65,Environmental sanitary interventions for preventing active trachoma (2012),,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/918,SRDR+,918,False,not_probed
10.26300/a6hq-gg23,Face washing promotion for preventing active trachoma (2015),,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/919,SRDR+,919,False,not_probed
10.26300/0qeq-5s39,Fornix-based versus limbal-based conjunctival trabeculectomy flaps for glaucoma (2015),,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/920,SRDR+,920,False,not_probed
10.26300/709e-hr49,Interventions for intermittent exotropia (2013),,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/924,SRDR+,924,False,not_probed
10.26300/7m9f-7w87,Interventions for trachoma trichiasis 2015,,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/925,SRDR+,925,False,not_probed
10.26300/rb8k-hh80,Lens extraction for chronic angle-closure glaucoma (2006),,,Systematic Review Data Repository,2017,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/931,SRDR+,931,False,not_probed
10.26300/98ry-q735,Medical interventions for acanthamoeba keratitis (2015),,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/932,SRDR+,932,False,not_probed
10.26300/t3ha-8j34,Neuroprotection for treatment of glaucoma in adults (2013),,,Systematic Review Data Repository,2017,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/934,SRDR+,934,False,not_probed
10.26300/vb7g-h484,Perioperative antibiotics for prevention of acute endophthalmitis after cataract surgery (2017),,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/937,SRDR+,937,False,not_probed
10.26300/3x9e-9t71,Peripheral iridotomy for pigmentary glaucoma (2016),,,Systematic Review Data Repository,2017,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/938,SRDR+,938,False,not_probed
10.26300/cfay-0p73,Surgical interventions for primary congenital glaucoma (2015),,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/948,SRDR+,948,False,not_probed
10.26300/6yjn-t585,Topical corticosteroids as adjunctive therapy for bacterial keratitis (2014),,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/951,SRDR+,951,False,not_probed
10.26300/bz4d-t652,Vitamin A and fish oils for retinitis pigmentosa (2013),,,Systematic Review Data Repository,2019,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/953,SRDR+,953,False,not_probed
10.26300/e1k2-th65,Medication-Assisted Treatment Models of Care for Opioid Use Disorder in Primary Care Settings,,,Systematic Review Data Repository,2018,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/954,SRDR+,954,False,not_probed
10.26300/p7we-zk98,Glasgow Coma Scale for Field Triage of Trauma: A Systematic Review [Entered Retrospectively],,,Systematic Review Data Repository,2017,Dataset,Dataset,,,https://srdr.ahrq.gov/projects/957,SRDR+,957,False,not_probed
10.26300/30t9-3k08,Living Systematic Review on Cannabis and Other Plant-Based Treatments for Chronic Pain,,,Systematic Review Data Repository (SRDR),2022,,Dataset,,,https://srdrplus.ahrq.gov/public_data?id=981&type=project,SRDR+,981,False,not_probed
